station_name,lat,lon,total_rides,subscriber_rides,customer_rides,path_id
"Michigan Ave & Oak St",41.90096039,-87.62377664,15863,2563,13300,45
"Lake Shore Dr & Monroe St",41.880958,-87.616743,15863,2563,13300,45
"Canal St & Adams St",41.879255,-87.639904,15754,15298,456,46
"Larrabee St & Kingsbury St",41.897764,-87.642884,15754,15298,456,46
"DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,15465,1612,13853,47
"Streeter Dr & Grand Ave",41.892278,-87.612043,15465,1612,13853,47
"Millennium Park",41.8810317,-87.62408432,15240,1900,13340,48
"Adler Planetarium",41.866095,-87.607267,15240,1900,13340,48
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,15163,14387,776,49
"Canal St & Adams St",41.879255,-87.639904,15163,14387,776,49
"Wilton Ave & Belmont Ave",41.94018,-87.65304,15057,14390,667,50
"Broadway & Belmont Ave",41.940106,-87.645451,15057,14390,667,50
"Clinton St & Washington Blvd",41.88338,-87.64117,14955,14561,394,51
"Michigan Ave & Lake St",41.886024,-87.624117,14955,14561,394,51
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,14482,13459,1023,52
"Southport Ave & Wrightwood Ave",41.928773,-87.663913,14482,13459,1023,52
"Adler Planetarium",41.866095,-87.607267,14420,1613,12807,53
"Streeter Dr & Grand Ave",41.892278,-87.612043,14420,1613,12807,53
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,14329,13934,395,54
"Clarendon Ave & Gordon Ter",41.957879,-87.649519,14329,13934,395,54
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,14090,13315,775,55
"Clark St & Wrightwood Ave",41.929546,-87.643118,14090,13315,775,55
"Southport Ave & Roscoe St",41.943739,-87.66402,14014,13185,829,56
"Southport Ave & Waveland Ave",41.94815,-87.66394,14014,13185,829,56
"Michigan Ave & Oak St",41.90096039,-87.62377664,13980,1272,12708,57
"Streeter Dr & Illinois St",41.891071,-87.6122,13980,1272,12708,57
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,13881,13232,649,58
"Clinton St & Washington Blvd",41.88338,-87.64117,13881,13232,649,58
"LaSalle St & Jackson Blvd",41.87817,-87.631985,13829,13603,226,59
"Canal St & Madison St",41.882091,-87.639833,13829,13603,226,59
"Kedzie Ave & Palmer Ct",41.921525,-87.707322,13789,12801,988,60
"California Ave & Milwaukee Ave",41.922695,-87.697153,13789,12801,988,60
"Lake Shore Dr & Monroe St",41.880958,-87.616743,13673,5359,8314,61
"Theater on the Lake",41.926277,-87.630834,13673,5359,8314,61
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,13620,12983,637,62
"Racine Ave & Wrightwood Ave",41.928887,-87.658971,13620,12983,637,62
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,13493,8848,4645,63
"Theater on the Lake",41.926277,-87.630834,13493,8848,4645,63
"Clinton St & Washington Blvd",41.88338,-87.64117,13340,12846,494,64
"St. Clair St & Erie St",41.8943451374,-87.6227983832,13340,12846,494,64
"Wilton Ave & Belmont Ave",41.94018,-87.65304,13118,12476,642,65
"Halsted St & Roscoe St",41.94367,-87.64895,13118,12476,642,65
"Lake Shore Dr & Monroe St",41.880958,-87.616743,12903,1543,11360,66
"Museum Campus",41.865212,-87.617759,12903,1543,11360,66
"State St & Kinzie St",41.88918,-87.6277,12834,12416,418,67
"Clinton St & Washington Blvd",41.88338,-87.64117,12834,12416,418,67
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,12713,5321,7392,68
"Theater on the Lake",41.926277,-87.630834,12713,5321,7392,68
"Wacker Dr & Washington St Corral",41.88316,-87.63736,12672,12353,319,69
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,12672,12353,319,69
"Dusable Harbor",41.886976,-87.612813,12668,2770,9898,70
"Streeter Dr & Grand Ave",41.892278,-87.612043,12668,2770,9898,70
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,12444,11148,1296,71
"Kimbark Ave & 53rd St",41.799568,-87.594747,12444,11148,1296,71
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,12391,11595,796,72
"Claremont Ave & Hirsch St",41.907781,-87.685854,12391,11595,796,72
"Halsted St & Polk St",41.87184,-87.64664,12155,10678,1477,73
"Halsted St & Maxwell St",41.864883,-87.647071,12155,10678,1477,73
"State St & Kinzie St",41.88918,-87.6277,12021,11573,448,74
"Canal St & Adams St",41.879255,-87.639904,12021,11573,448,74
"Adler Planetarium",41.866095,-87.607267,12000,5161,6839,75
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,12000,5161,6839,75
"Columbus Dr & Randolph St",41.884728,-87.619521,11898,11126,772,76
"State St & Randolph St",41.8847302006,-87.6277335692,11898,11126,772,76
"Sheridan Rd & Montrose Ave",41.96167,-87.65464,11848,10654,1194,77
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,11848,10654,1194,77
"Lake Shore Dr & Monroe St",41.880958,-87.616743,11841,4148,7693,78
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,11841,4148,7693,78
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,11756,10864,892,79
"Clinton St & Madison St",41.8827519657,-87.6411902905,11756,10864,892,79
"University Ave & 57th St",41.791478,-87.599861,11655,10451,1204,80
"Ellis Ave & 53rd St",41.7993362626,-87.6009581145,11655,10451,1204,80
"Canal St & Adams St",41.879255,-87.639904,11576,10976,600,81
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,11576,10976,600,81
"Clinton St & Washington Blvd",41.88338,-87.64117,11524,10700,824,82
"Larrabee St & Kingsbury St",41.897764,-87.642884,11524,10700,824,82
"Dearborn St & Monroe St",41.881319815,-87.6295209193,11520,11121,399,83
"Canal St & Madison St",41.882091,-87.639833,11520,11121,399,83
"Canal St & Madison St",41.882091,-87.639833,11494,10968,526,84
"Michigan Ave & Lake St",41.886024,-87.624117,11494,10968,526,84
"Clinton St & Madison St",41.8827519657,-87.6411902905,11423,11236,187,85
"Peoria St & Jackson Blvd",41.877749,-87.649633,11423,11236,187,85
"Cornell Ave & Hyde Park Blvd",41.802406,-87.586924,11302,9974,1328,86
"University Ave & 57th St",41.791478,-87.599861,11302,9974,1328,86
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,11193,10097,1096,87
"Ashland Ave & Wrightwood Ave",41.92883,-87.668507,11193,10097,1096,87
"Clinton St & Washington Blvd",41.88338,-87.64117,11125,10215,910,88
"Kingsbury St & Erie St",41.8939139,-87.6417358,11125,10215,910,88
"Lake Shore Dr & North Blvd",41.911722,-87.626804,11024,4125,6899,89
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,11024,4125,6899,89
"Chicago Ave & Sheridan Rd",42.050491,-87.677821,10987,7548,3439,90
"Sheridan Rd & Noyes St (NU)",42.058239,-87.677432,10987,7548,3439,90
"Sheffield Ave & Wellington Ave",41.936253,-87.653566,10959,10482,477,91
"Southport Ave & Wellington Ave",41.935733,-87.663576,10959,10482,477,91
"Kingsbury St & Erie St",41.8939139,-87.6417358,10889,10475,414,92
"Canal St & Adams St",41.879255,-87.639904,10889,10475,414,92
"Western Ave & Division St",41.902893,-87.687275,10762,9196,1566,93
"Ashland Ave & Division St",41.90345,-87.667747,10762,9196,1566,93
"Michigan Ave & Oak St",41.90096039,-87.62377664,10761,5100,5661,94
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,10761,5100,5661,94
"Loomis St & Lexington St",41.8722287322,-87.661363855,10723,9848,875,95
"Morgan St & Polk St",41.871737,-87.65103,10723,9848,875,95
"Clark St & Armitage Ave",41.918306,-87.636282,10679,9362,1317,96
"Wells St & Concord Ln",41.912133,-87.634656,10679,9362,1317,96
"Damen Ave & Chicago Ave",41.895769,-87.67722,10630,8746,1884,97
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,10630,8746,1884,97
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,10625,10396,229,98
"Southport Ave & Wellington Ave",41.935733,-87.663576,10625,10396,229,98
"Sheridan Rd & Noyes St (NU)",42.058239,-87.677432,10622,8421,2201,99
"Benson Ave & Church St",42.048214,-87.683485,10622,8421,2201,99
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,10587,4136,6451,100
"Shedd Aquarium",41.8672259568,-87.6153553902,10587,4136,6451,100
"Ellis Ave & 58th St",41.788746,-87.601334,10560,9404,1156,101
"Ellis Ave & 60th St",41.7850971464,-87.6010727606,10560,9404,1156,101
"Clinton St & Washington Blvd",41.88338,-87.64117,10506,10067,439,102
"Rush St & Hubbard St",41.890173,-87.626185,10506,10067,439,102
"State St & Randolph St",41.8847302006,-87.6277335692,10498,10097,401,103
"Canal St & Adams St",41.879255,-87.639904,10498,10097,401,103
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,10441,9714,727,104
"Larrabee St & Kingsbury St",41.897764,-87.642884,10441,9714,727,104
"Streeter Dr & Grand Ave",41.892278,-87.612043,10328,3265,7063,105
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,10328,3265,7063,105
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,10277,9670,607,106
"Clinton St & Madison St",41.8827519657,-87.6411902905,10277,9670,607,106
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,10144,9632,512,107
"Clinton St & Madison St",41.8827519657,-87.6411902905,10144,9632,512,107
"Clinton St & Madison St",41.8827519657,-87.6411902905,10091,9663,428,108
"Clinton St & Tilden St",41.875885,-87.640795,10091,9663,428,108
"Broadway & Sheridan Rd",41.952833,-87.649993,10078,9297,781,109
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,10078,9297,781,109
"Clinton St & Madison St",41.8827519657,-87.6411902905,10070,9966,104,110
"LaSalle St & Jackson Blvd",41.87817,-87.631985,10070,9966,104,110
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,10027,9664,363,111
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,10027,9664,363,111
"Southport Ave & Roscoe St",41.943739,-87.66402,10012,9069,943,112
"Southport Ave & Irving Park Rd",41.954177,-87.664358,10012,9069,943,112
"Damen Ave & Foster Ave",41.9758109756,-87.6795098986,9925,8976,949,113
"Damen Ave & Leland Ave",41.967094,-87.679028,9925,8976,949,113
"Canal St & Adams St",41.879255,-87.639904,9887,9413,474,114
"Dearborn St & Erie St",41.893992,-87.629318,9887,9413,474,114
"Museum Campus",41.865212,-87.617759,9833,888,8945,115
"Streeter Dr & Illinois St",41.891071,-87.6122,9833,888,8945,115
"Streeter Dr & Grand Ave",41.892278,-87.612043,9829,2197,7632,116
"Columbus Dr & Randolph St",41.884728,-87.619521,9829,2197,7632,116
"Lake Shore Dr & North Blvd",41.911722,-87.626804,9824,3364,6460,117
"Lake Shore Dr & Ohio St",41.89257,-87.614492,9824,3364,6460,117
"Michigan Ave & Oak St",41.90096039,-87.62377664,9799,1525,8274,118
"Millennium Park",41.8810317,-87.62408432,9799,1525,8274,118
"Montrose Harbor",41.963982,-87.638181,9778,5146,4632,119
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,9778,5146,4632,119
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,9740,8843,897,120
"Clark St & Wrightwood Ave",41.929546,-87.643118,9740,8843,897,120
"Clinton St & Madison St",41.8827519657,-87.6411902905,9667,9270,397,121
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,9667,9270,397,121
"Ashland Ave & Division St",41.90345,-87.667747,9656,9061,595,122
"Damen Ave & Division St",41.90331,-87.67695,9656,9061,595,122
"Indiana Ave & 31st St",41.838842,-87.621857,9642,9408,234,123
"MLK Jr Dr & 29th St",41.842052,-87.617,9642,9408,234,123
"Morgan St & Polk St",41.871737,-87.65103,9461,9109,352,124
"Loomis St & Taylor St",41.869417,-87.660996,9461,9109,352,124
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,9222,8410,812,125
"Ellis Ave & 58th St",41.788746,-87.601334,9222,8410,812,125
"Ellis Ave & 53rd St",41.7993362626,-87.6009581145,9213,8337,876,126
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,9213,8337,876,126
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,9194,4511,4683,127
"Lake Shore Dr & North Blvd",41.911722,-87.626804,9194,4511,4683,127
"Michigan Ave & Madison St",41.882134,-87.625125,9166,8285,881,128
"Canal St & Madison St",41.882091,-87.639833,9166,8285,881,128
"Theater on the Lake",41.926277,-87.630834,9137,3608,5529,129
"Lake Shore Dr & Ohio St",41.89257,-87.614492,9137,3608,5529,129
"Dearborn St & Monroe St",41.881319815,-87.6295209193,9121,8624,497,130
"Clinton St & Madison St",41.8827519657,-87.6411902905,9121,8624,497,130
"Millennium Park",41.8810317,-87.62408432,9093,817,8276,131
"Museum Campus",41.865212,-87.617759,9093,817,8276,131
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,9054,8493,561,132
"Clarendon Ave & Junior Ter",41.961004,-87.649603,9054,8493,561,132
"Sedgwick St & North Ave",41.910983,-87.638525,9021,7988,1033,133
"Clark St & Armitage Ave",41.918306,-87.636282,9021,7988,1033,133
"Fort Dearborn Dr & 31st St",41.838556,-87.608218,9020,3097,5923,134
"Lake Shore Dr & Monroe St",41.880958,-87.616743,9020,3097,5923,134
"Michigan Ave & Oak St",41.90096039,-87.62377664,9017,4597,4420,135
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,9017,4597,4420,135
"State St & 33rd St",41.834734,-87.625813,9002,8665,337,136
"Rhodes Ave & 32nd St",41.836208,-87.613533,9002,8665,337,136
"Loomis St & Lexington St",41.872187,-87.661501,8977,8833,144,137
"Wolcott Ave & Polk St",41.871262,-87.673688,8977,8833,144,137
"State St & Van Buren St",41.877181,-87.627844,8974,7837,1137,138
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,8974,7837,1137,138
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,8925,8363,562,139
"Halsted St & Wrightwood Ave",41.929143,-87.649077,8925,8363,562,139
"Lake Shore Dr & Monroe St",41.880958,-87.616743,8850,1732,7118,140
"McClurg Ct & Illinois St",41.89102,-87.6173,8850,1732,7118,140
"Michigan Ave & Oak St",41.90096039,-87.62377664,8831,3727,5104,141
"Clark St & Armitage Ave",41.918306,-87.636282,8831,3727,5104,141
"Morgan St & Lake St",41.8854833079,-87.6523048564,8825,8586,239,142
"Clinton St & Washington Blvd",41.88338,-87.64117,8825,8586,239,142
"Clark St & Armitage Ave",41.918306,-87.636282,8820,3494,5326,143
"Lake Shore Dr & North Blvd",41.911722,-87.626804,8820,3494,5326,143
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,8808,4713,4095,144
"Theater on the Lake",41.926277,-87.630834,8808,4713,4095,144
"Clark St & Schiller St",41.907993,-87.631501,8781,7834,947,145
"Clark St & Elm St",41.903233,-87.631253,8781,7834,947,145
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,8772,8163,609,146
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,8772,8163,609,146
"LaSalle St & Jackson Blvd",41.87817,-87.631985,8757,8665,92,147
"Clinton St & Washington Blvd",41.88338,-87.64117,8757,8665,92,147
"Morgan St & Polk St",41.871737,-87.65103,8755,8387,368,148
"May St & Taylor St",41.8694821,-87.6554864,8755,8387,368,148
"Wabash Ave & Grand Ave",41.891466,-87.626761,8736,2377,6359,149
"Streeter Dr & Grand Ave",41.892278,-87.612043,8736,2377,6359,149
"Theater on the Lake",41.926277,-87.630834,8709,4589,4120,150
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,8709,4589,4120,150
"Wells St & Concord Ln",41.912133,-87.634656,8687,7331,1356,151
"Clark St & Elm St",41.903233,-87.631253,8687,7331,1356,151
"Canal St & Adams St",41.879255,-87.639904,8609,8156,453,152
"St. Clair St & Erie St",41.8943451374,-87.6227983832,8609,8156,453,152
"Field Museum",41.865312,-87.617867,8609,710,7899,153
"Streeter Dr & Grand Ave",41.892278,-87.612043,8609,710,7899,153
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,8577,8083,494,154
"Southport Ave & Wrightwood Ave",41.92888,-87.66317,8577,8083,494,154
"Damen Ave & Division St",41.90331,-87.67695,8570,7642,928,155
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,8570,7642,928,155
"Canal St & Adams St",41.879255,-87.639904,8533,7939,594,156
"Clinton St & Lake St",41.885637,-87.641823,8533,7939,594,156
"Millennium Park",41.8810317,-87.62408432,8520,1480,7040,157
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,8520,1480,7040,157
"Wells St & Concord Ln",41.912133,-87.634656,8500,7125,1375,158
"Wells St & Elm St",41.903222,-87.634324,8500,7125,1375,158
"Clinton St & Madison St",41.8827519657,-87.6411902905,8473,8095,378,159
"Green St & Madison St",41.881859328,-87.6492637396,8473,8095,378,159
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,8386,7628,758,160
"Michigan Ave & 14th St",41.864059,-87.623727,8386,7628,758,160
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,8369,3969,4400,161
"Theater on the Lake",41.926277,-87.630834,8369,3969,4400,161
"Clark St & Elm St",41.903233,-87.631253,8348,7267,1081,162
"Dearborn St & Erie St",41.893992,-87.629318,8348,7267,1081,162
"Michigan Ave & Oak St",41.90096039,-87.62377664,8331,3459,4872,163
"Clark St & Lincoln Ave",41.915689,-87.6346,8331,3459,4872,163
"Wilton Ave & Belmont Ave",41.94018,-87.65304,8321,7840,481,164
"Broadway & Barry Ave",41.937725,-87.644095,8321,7840,481,164
"Clinton St & Washington Blvd",41.88338,-87.64117,8191,7686,505,165
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,8191,7686,505,165
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,8185,7464,721,166
"Southport Ave & Irving Park Rd",41.954177,-87.664358,8185,7464,721,166
"Clark St & Armitage Ave",41.918306,-87.636282,8167,1467,6700,167
"Streeter Dr & Grand Ave",41.892278,-87.612043,8167,1467,6700,167
"Wolcott Ave & Polk St",41.871262,-87.673688,8161,7567,594,168
"Morgan St & Polk St",41.871737,-87.65103,8161,7567,594,168
"Kimbark Ave & 53rd St",41.799568,-87.594747,8154,7070,1084,169
"Ellis Ave & 58th St",41.788746,-87.601334,8154,7070,1084,169
"Clinton St & Washington Blvd",41.88338,-87.64117,8132,7668,464,170
"Dearborn St & Erie St",41.893992,-87.629318,8132,7668,464,170
"State St & Randolph St",41.8847302006,-87.6277335692,8130,7721,409,171
"Clinton St & Washington Blvd",41.88338,-87.64117,8130,7721,409,171
"Shedd Aquarium",41.8672259568,-87.6153553902,8105,973,7132,172
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,8105,973,7132,172
"DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,8103,859,7244,173
"Shedd Aquarium",41.8672259568,-87.6153553902,8103,859,7244,173
"Wells St & Huron St",41.8947953,-87.6343743,8086,6109,1977,174
"Wells St & Elm St",41.903222,-87.634324,8086,6109,1977,174
"McClurg Ct & Illinois St",41.89102,-87.6173,8076,1798,6278,175
"Streeter Dr & Grand Ave",41.892278,-87.612043,8076,1798,6278,175
"Millennium Park",41.8810317,-87.62408432,8062,4399,3663,176
"Columbus Dr & Randolph St",41.884728,-87.619521,8062,4399,3663,176
"Ashland Ave & Grace St",41.950687,-87.6687,7973,7504,469,177
"Southport Ave & Roscoe St",41.943739,-87.66402,7973,7504,469,177
"Kosciuszko Park",41.9305853714,-87.7237773635,7970,6874,1096,178
"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,7970,6874,1096,178
"Sedgwick St & Webster Ave",41.922167,-87.638888,7957,6710,1247,179
"Sedgwick St & North Ave",41.910983,-87.638525,7957,6710,1247,179
"Clinton St & Washington Blvd",41.88338,-87.64117,7940,7634,306,180
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,7940,7634,306,180
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,7935,4161,3774,181
"Michigan Ave & Oak St",41.90096039,-87.62377664,7935,4161,3774,181
"Canal St & Adams St",41.879255,-87.639904,7926,7074,852,182
"Dearborn St & Monroe St",41.881319815,-87.6295209193,7926,7074,852,182
"Sedgwick St & Huron St",41.894666,-87.638437,7887,7360,527,183
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,7887,7360,527,183
"University Ave & 57th St",41.791478,-87.599861,7882,7132,750,184
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,7882,7132,750,184
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,7882,1588,6294,185
"Streeter Dr & Grand Ave",41.892278,-87.612043,7882,1588,6294,185
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,7870,7266,604,186
"Halsted St & Wrightwood Ave",41.929143,-87.649077,7870,7266,604,186
"Columbus Dr & Randolph St",41.884728,-87.619521,7864,7241,623,187
"Clark St & Randolph St",41.884576228,-87.63188991,7864,7241,623,187
"Morgan St & Lake St",41.8854833079,-87.6523048564,7857,7660,197,188
"Canal St & Adams St",41.879255,-87.639904,7857,7660,197,188
"Columbus Dr & Randolph St",41.884728,-87.619521,7795,7409,386,189
"Clinton St & Madison St",41.8827519657,-87.6411902905,7795,7409,386,189
"McClurg Ct & Illinois St",41.89102,-87.6173,7743,2544,5199,190
"Lake Shore Dr & North Blvd",41.911722,-87.626804,7743,2544,5199,190
"Clinton St & Washington Blvd",41.88338,-87.64117,7727,7370,357,191
"Clark St & Randolph St",41.884576228,-87.63188991,7727,7370,357,191
"Sedgwick St & Huron St",41.894666,-87.638437,7693,7288,405,192
"Clinton St & Washington Blvd",41.88338,-87.64117,7693,7288,405,192
"Clark St & Lake St",41.8860208277,-87.6308760584,7676,7004,672,193
"Canal St & Adams St",41.879255,-87.639904,7676,7004,672,193
"Shore Dr & 55th St",41.795212,-87.580715,7665,6088,1577,194
"University Ave & 57th St",41.791478,-87.599861,7665,6088,1577,194
"University Library (NU)",42.052939,-87.673447,7649,6661,988,195
"Benson Ave & Church St",42.048214,-87.683485,7649,6661,988,195
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,7646,7325,321,196
"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,7646,7325,321,196
"Canal St & Adams St",41.879255,-87.639904,7645,7146,499,197
"Daley Center Plaza",41.884241,-87.629634,7645,7146,499,197
"Clark St & Lincoln Ave",41.915689,-87.6346,7637,1467,6170,198
"Streeter Dr & Grand Ave",41.892278,-87.612043,7637,1467,6170,198
"Streeter Dr & Grand Ave",41.892278,-87.612043,7636,1686,5950,199
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,7636,1686,5950,199
"California Ave & Milwaukee Ave",41.922695,-87.697153,7598,7010,588,200
"Humboldt Blvd & Armitage Ave",41.917513394,-87.7018089555,7598,7010,588,200
"Streeter Dr & Grand Ave",41.892278,-87.612043,7575,775,6800,201
"Michigan Ave & 8th St",41.872773,-87.623981,7575,775,6800,201
"Michigan Ave & 8th St",41.872773,-87.623981,7521,2421,5100,202
"Millennium Park",41.8810317,-87.62408432,7521,2421,5100,202
"Ellis Ave & 58th St",41.788746,-87.601334,7496,6528,968,203
"Lake Park Ave & 56th St",41.793242,-87.587782,7496,6528,968,203
"University Ave & 57th St",41.791478,-87.599861,7414,6320,1094,204
"Woodlawn Ave & 55th St",41.795264,-87.596471,7414,6320,1094,204
"Dearborn St & Adams St",41.8793563587,-87.6297910363,7410,7163,247,205
"Canal St & Madison St",41.882091,-87.639833,7410,7163,247,205
"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,7410,6398,1012,206
"Kedzie Ave & Palmer Ct",41.921525,-87.707322,7410,6398,1012,206
"Wilton Ave & Belmont Ave",41.94018,-87.65304,7400,7119,281,207
"Southport Ave & Belmont Ave",41.93949,-87.66378,7400,7119,281,207
"Larrabee St & Division St",41.90348607,-87.6433534936,7385,6887,498,208
"Larrabee St & Kingsbury St",41.897764,-87.642884,7385,6887,498,208
"Canal St & Madison St",41.882091,-87.639833,7355,6842,513,209
"State St & Kinzie St",41.88918,-87.6277,7355,6842,513,209
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,7323,6778,545,210
"Canal St & Adams St",41.879255,-87.639904,7323,6778,545,210
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,7322,6881,441,211
"Clinton St & Washington Blvd",41.88338,-87.64117,7322,6881,441,211
"Federal St & Polk St",41.8720776329,-87.6295437729,7286,6305,981,212
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,7286,6305,981,212
"Daley Center Plaza",41.884241,-87.629634,7265,6585,680,213
"Federal St & Polk St",41.8720776329,-87.6295437729,7265,6585,680,213
"Federal St & Polk St",41.8720776329,-87.6295437729,7259,6461,798,214
"Dearborn St & Monroe St",41.881319815,-87.6295209193,7259,6461,798,214
"Damen Ave & Augusta Blvd",41.899714,-87.677234,7255,6390,865,215
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,7255,6390,865,215
"Lake Park Ave & 53rd St",41.7994942937,-87.5864498959,7223,5891,1332,216
"University Ave & 57th St",41.791478,-87.599861,7223,5891,1332,216
"Halsted St & Wrightwood Ave",41.929143,-87.649077,7128,6254,874,217
"Clark St & Wrightwood Ave",41.929546,-87.643118,7128,6254,874,217
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,7126,3811,3315,218
"Michigan Ave & Oak St",41.90096039,-87.62377664,7126,3811,3315,218
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,7114,6724,390,219
"Broadway & Waveland Ave",41.949074,-87.648636,7114,6724,390,219
"Canal St & Adams St",41.879255,-87.639904,7112,6828,284,220
"McClurg Ct & Illinois St",41.89102,-87.6173,7112,6828,284,220
"Wells St & Evergreen Ave",41.906724,-87.63483,7108,6302,806,221
"Wells St & Concord Ln",41.912133,-87.634656,7108,6302,806,221
"Lake Shore Dr & Monroe St",41.880958,-87.616743,7105,1748,5357,222
"Lake Shore Dr & Ohio St",41.89257,-87.614492,7105,1748,5357,222
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,7084,5819,1265,223
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,7084,5819,1265,223
"May St & Taylor St",41.8694821,-87.6554864,7080,6749,331,224
"Halsted St & Polk St",41.87184,-87.64664,7080,6749,331,224
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,7055,1147,5908,225
"Streeter Dr & Grand Ave",41.892278,-87.612043,7055,1147,5908,225
"Montrose Harbor",41.963982,-87.638181,7040,2685,4355,226
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,7040,2685,4355,226
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,7038,6687,351,227
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,7038,6687,351,227
"Stetson Ave & South Water St",41.886835,-87.62232,7026,6784,242,228
"Clinton St & Washington Blvd",41.88338,-87.64117,7026,6784,242,228
"Canal St & Adams St",41.879255,-87.639904,7000,6442,558,229
"Wabash Ave & Wacker Pl",41.886875,-87.62603,7000,6442,558,229
"McClurg Ct & Illinois St",41.89102,-87.6173,6982,5694,1288,230
"State St & Kinzie St",41.88918,-87.6277,6982,5694,1288,230
"McClurg Ct & Illinois St",41.89102,-87.6173,6975,1748,5227,231
"Millennium Park",41.8810317,-87.62408432,6975,1748,5227,231
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,6958,911,6047,232
"Streeter Dr & Grand Ave",41.892278,-87.612043,6958,911,6047,232
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,6942,1340,5602,233
"Millennium Park",41.8810317,-87.62408432,6942,1340,5602,233
