station_name,lat,lon,total_rides,subscriber_rides,customer_rides,path_id
"Streeter Dr & Grand Ave",41.892278,-87.612043,2233,792,1441,1970
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,2233,1054,1179,1971
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,2233,1054,1179,1971
"Wacker Dr & Washington St Corral",41.88316,-87.63736,2232,2064,168,1972
"Stetson Ave & South Water St",41.886835,-87.62232,2232,2064,168,1972
"Clark St & Schiller St",41.907993,-87.631501,2230,1931,299,1973
"St. Clair St & Erie St",41.8943451374,-87.6227983832,2230,1931,299,1973
"St. Clair St & Erie St",41.8943451374,-87.6227983832,2229,2061,168,1974
"Clinton St & Lake St",41.885637,-87.641823,2229,2061,168,1974
"McClurg Ct & Erie St",41.894503,-87.617854,2228,2168,60,1975
"Clinton St & Lake St",41.885637,-87.641823,2228,2168,60,1975
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,2228,2039,189,1976
"Daley Center Plaza",41.884241,-87.629634,2228,2039,189,1976
"Clark St & Schiller St",41.907993,-87.631501,2227,1942,285,1977
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2227,1942,285,1977
"Streeter Dr & Illinois St",41.891071,-87.6122,2227,845,1382,1978
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,2227,845,1382,1978
"Western Ave & Winnebago Ave",41.91552,-87.687022,2226,1902,324,1979
"Western Ave & Walton St",41.8984176894,-87.6865960164,2226,1902,324,1979
"Noble St & Milwaukee Ave",41.90068,-87.6626,2226,1508,718,1980
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,2226,1508,718,1980
"Stetson Ave & South Water St",41.886835,-87.62232,2223,1993,230,1981
"Franklin St & Monroe St",41.880317,-87.635185,2223,1993,230,1981
"Bissell St & Armitage Ave",41.91844,-87.65222,2222,1957,265,1982
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,2222,1957,265,1982
"Winchester Ave & Elston Ave",41.9240908504,-87.6764600747,2222,1922,300,1983
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,2222,1922,300,1983
"Clark St & Wrightwood Ave",41.929546,-87.643118,2221,1738,483,1984
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,2221,1738,483,1984
"State St & 35th St",41.831036314,-87.6267975569,2220,2105,115,1985
"MLK Jr Dr & 29th St",41.842052,-87.617,2220,2105,115,1985
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2220,1924,296,1986
"Franklin St & Lake St",41.885837,-87.6355,2220,1924,296,1986
"LaSalle St & Jackson Blvd",41.878166,-87.631929,2220,1954,266,1987
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2220,1954,266,1987
"Canal St & Jackson Blvd",41.877988,-87.640769,2220,2049,171,1988
"LaSalle St & Jackson Blvd",41.87817,-87.631985,2220,2049,171,1988
"Dearborn St & Erie St",41.893992,-87.629318,2219,721,1498,1989
"Millennium Park",41.8810317,-87.62408432,2219,721,1498,1989
"Damen Ave & Grand Ave",41.89122,-87.67686,2218,2162,56,1990
"Ashland Ave & Lake St",41.88541,-87.66732,2218,2162,56,1990
"Clark St & Armitage Ave",41.918306,-87.636282,2216,1757,459,1991
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,2216,1757,459,1991
"Halsted St & Dickens Ave",41.919936,-87.64883,2216,1902,314,1992
"Sheffield Ave & Willow St",41.913688,-87.652855,2216,1902,314,1992
"Clark St & Lake St",41.8860208277,-87.6308760584,2215,1956,259,1993
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2215,1956,259,1993
"Clinton St & Lake St",41.885637,-87.641823,2215,2091,124,1994
"State St & Randolph St",41.8847302006,-87.6277335692,2215,2091,124,1994
"Lake Shore Dr & Ohio St",41.89257,-87.614492,2214,1405,809,1995
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,2214,1405,809,1995
"Clark St & Lincoln Ave",41.915689,-87.6346,2212,1577,635,1996
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,2212,1577,635,1996
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,2212,2042,170,1997
"Ashland Ave & Chicago Ave",41.895966,-87.667747,2212,2042,170,1997
"McClurg Ct & Illinois St",41.89102,-87.6173,2212,2109,103,1998
"Larrabee St & Kingsbury St",41.897764,-87.642884,2212,2109,103,1998
"Canal St & Monroe St",41.8807,-87.63947,2212,2085,127,1999
"State St & Randolph St",41.8847302006,-87.6277335692,2212,2085,127,1999
"Clark St & Schiller St",41.907993,-87.631501,2211,1504,707,2000
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,2211,1504,707,2000
"Clark St & Randolph St",41.884576228,-87.63188991,2211,928,1283,2001
"Millennium Park",41.8810317,-87.62408432,2211,928,1283,2001
"Clinton St & Madison St",41.8827519657,-87.6411902905,2210,2116,94,2002
"Michigan Ave & 18th St",41.857926,-87.624336,2210,2116,94,2002
"Clarendon Ave & Junior Ter",41.961004,-87.649603,2208,1671,537,2003
"Halsted St & Roscoe St",41.94367,-87.64895,2208,1671,537,2003
"Canal St & Madison St",41.882409,-87.639767,2207,1911,296,2004
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,2207,1911,296,2004
"LaSalle St & Jackson Blvd",41.878166,-87.631929,2206,2120,86,2005
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2206,2120,86,2005
"DuSable Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2206,1454,752,2006
"Wilton Ave & Belmont Ave",41.9402319181,-87.6529437304,2206,1454,752,2006
"Theater on the Lake",41.926277,-87.630834,2205,863,1342,2007
"DuSable Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2205,863,1342,2007
"Franklin St & Monroe St",41.880317,-87.635185,2205,2064,141,2008
"Canal St & Madison St",41.882091,-87.639833,2205,2064,141,2008
"Streeter Dr & Grand Ave",41.892278,-87.612043,2204,650,1554,2009
"Broadway & Belmont Ave",41.940106,-87.645451,2204,650,1554,2009
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,2203,596,1607,2010
"McCormick Place",41.8513751729,-87.6188346489,2203,596,1607,2010
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,2201,1752,449,2011
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2201,1752,449,2011
"Clifton Ave & Armitage Ave",41.918216,-87.656936,2201,1501,700,2012
"Clark St & Lincoln Ave",41.915689,-87.6346,2201,1501,700,2012
"Wells St & Concord Ln",41.912133,-87.634656,2199,1759,440,2013
"Halsted St & Clybourn Ave",41.909668,-87.648128,2199,1759,440,2013
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,2199,1641,558,2014
"Dearborn St & Erie St",41.893992,-87.629318,2199,1641,558,2014
"Clark St & Armitage Ave",41.918306,-87.636282,2199,394,1805,2015
"Streeter Dr & Illinois St",41.891071,-87.6122,2199,394,1805,2015
"Clark St & Montrose Ave",41.961588,-87.666036,2197,2000,197,2016
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,2197,2000,197,2016
"DuSable Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2196,1516,680,2017
"Halsted St & Wrightwood Ave",41.929143,-87.649077,2196,1516,680,2017
"Milwaukee Ave & Grand Ave",41.891578,-87.648384,2194,1921,273,2018
"Canal St & Adams St",41.879255,-87.639904,2194,1921,273,2018
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2194,1419,775,2019
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,2194,1419,775,2019
"Clark St & Bryn Mawr Ave",41.983593,-87.669154,2192,1899,293,2020
"Clark St & Elmdale Ave",41.9908604481,-87.66972363,2192,1899,293,2020
"Clark St & Grace St",41.95078,-87.659172,2189,1758,431,2021
"Ravenswood Ave & Irving Park Rd",41.95469,-87.67393,2189,1758,431,2021
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,2189,1605,584,2022
"Clark St & Wrightwood Ave",41.929546,-87.643118,2189,1605,584,2022
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2188,1909,279,2023
"Broadway & Sheridan Rd",41.952833,-87.649993,2188,1909,279,2023
"Racine Ave & Randolph St",41.8840812248,-87.6569207293,2188,2028,160,2024
"Clinton St & Washington Blvd",41.88338,-87.64117,2188,2028,160,2024
"Michigan Ave & 14th St",41.864059,-87.623727,2188,1027,1161,2025
"Adler Planetarium",41.866095,-87.607267,2188,1027,1161,2025
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2187,1824,363,2026
"Clark St & Lincoln Ave",41.915689,-87.6346,2187,1824,363,2026
"Clifton Ave & Armitage Ave",41.918216,-87.656936,2186,1858,328,2027
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,2186,1858,328,2027
"LaSalle St & Jackson Blvd",41.87817,-87.631985,2185,2091,94,2028
"Clark St & Elm St",41.903233,-87.631253,2185,2091,94,2028
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2184,1419,765,2029
"Michigan Ave & Oak St",41.90096039,-87.62377664,2184,1419,765,2029
"Western Ave & Winnebago Ave",41.91552,-87.687022,2182,2088,94,2030
"Campbell Ave & Fullerton Ave",41.9246324716,-87.6893070063,2182,2088,94,2030
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,2180,1789,391,2031
"Wells St & Concord Ln",41.912133,-87.634656,2180,1789,391,2031
"Peoria St & Jackson Blvd",41.877749,-87.649633,2180,2068,112,2032
"Morgan St & Polk St",41.871737,-87.65103,2180,2068,112,2032
"Michigan Ave & Oak St",41.90096039,-87.62377664,2179,1049,1130,2033
"Larrabee St & Webster Ave",41.921822,-87.64414,2179,1049,1130,2033
"Montrose Harbor",41.963982,-87.638181,2179,870,1309,2034
"DuSable Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2179,870,1309,2034
"Western Ave & Lunt Ave",42.0085943972,-87.6904922389,2177,1814,363,2035
"Glenwood Ave & Morse Ave",42.0079719229,-87.6655023944,2177,1814,363,2035
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2177,1466,711,2036
"Wentworth Ave & Archer Ave",41.854564,-87.631937,2177,1466,711,2036
"Michigan Ave & Oak St",41.90096039,-87.62377664,2176,708,1468,2037
"State St & Kinzie St",41.88918,-87.6277,2176,708,1468,2037
"Michigan Ave & Lake St",41.886024,-87.624117,2175,1794,381,2038
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2175,1794,381,2038
"Racine Ave & Belmont Ave",41.939743,-87.658865,2175,1561,614,2039
"Clark St & Grace St",41.95078,-87.659172,2175,1561,614,2039
"Clark St & Grace St",41.95078,-87.659172,2175,1587,588,2040
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,2175,1587,588,2040
"Wells St & Polk St",41.8727315423,-87.6335164905,2175,1851,324,2041
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,2175,1851,324,2041
"Clifton Ave & Armitage Ave",41.918216,-87.656936,2175,1955,220,2042
"Sheffield Ave & Kingsbury St",41.910522,-87.653106,2175,1955,220,2042
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,2175,2121,54,2043
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,2175,2121,54,2043
"Racine Ave & Congress Pkwy",41.87464,-87.65703,2174,1999,175,2044
"Hermitage Ave & Polk St",41.871514,-87.669886,2174,1999,175,2044
"Desplaines St & Randolph St",41.883703,-87.644238,2174,2050,124,2045
"Morgan St & Lake St",41.8854833079,-87.6523048564,2174,2050,124,2045
"St. Clair St & Erie St",41.8943451374,-87.6227983832,2173,1857,316,2046
"Wells St & Concord Ln",41.912133,-87.634656,2173,1857,316,2046
"Sedgwick St & Huron St",41.894666,-87.638437,2173,1869,304,2047
"Clark St & Elm St",41.903233,-87.631253,2173,1869,304,2047
"Wabash Ave & 16th St",41.860384,-87.625813,2172,2056,116,2048
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2172,2056,116,2048
"Field Blvd & South Water St",41.8863490627,-87.6175165471,2171,1059,1112,2049
"Adler Planetarium",41.866095,-87.607267,2171,1059,1112,2049
"Greenview Ave & Jarvis Ave",42.015962,-87.66857,2170,1890,280,2050
"Glenwood Ave & Morse Ave",42.0079719229,-87.6655023944,2170,1890,280,2050
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2170,1784,386,2051
"State St & Harrison St",41.874053,-87.627716,2170,1784,386,2051
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2170,2080,90,2052
"Clinton St & Lake St",41.88583274,-87.64138231,2170,2080,90,2052
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2168,1840,328,2053
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,2168,1840,328,2053
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,2168,1165,1003,2054
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,2168,1165,1003,2054
"Halsted St & Polk St",41.87184,-87.64664,2167,1901,266,2055
"Morgan St & 18th St",41.858086,-87.651073,2167,1901,266,2055
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,2167,1774,393,2056
"Halsted St & Waveland Ave",41.949375,-87.649626,2167,1774,393,2056
"Ellis Ave & 53rd St",41.7993362626,-87.6009581145,2166,1844,322,2057
"Woodlawn Ave & 55th St",41.795264,-87.596471,2166,1844,322,2057
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,2165,1965,200,2058
"Morgan St & Lake St",41.8854833079,-87.6523048564,2165,1965,200,2058
"Streeter Dr & Grand Ave",41.892278,-87.612043,2164,891,1273,2059
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,2164,891,1273,2059
"Lake Shore Dr & North Blvd",41.911722,-87.626804,2164,491,1673,2060
"Shedd Aquarium",41.8672259568,-87.6153553902,2164,491,1673,2060
"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,2164,1703,461,2061
"Wood St & Milwaukee Ave",41.907655,-87.672552,2164,1703,461,2061
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2162,1965,197,2062
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,2162,1965,197,2062
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,2162,1816,346,2063
"Sheffield Ave & Willow St",41.913688,-87.652855,2162,1816,346,2063
"Michigan Ave & Lake St",41.886024,-87.624117,2162,648,1514,2064
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,2162,648,1514,2064
"Marshfield Ave & Cortland St",41.916017,-87.668879,2162,2090,72,2065
"Racine Ave & Fullerton Ave",41.92556258,-87.65840426,2162,2090,72,2065
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,2161,1939,222,2066
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,2161,1939,222,2066
"Michigan Ave & Pearson St",41.89766,-87.62351,2161,1042,1119,2067
"State St & Randolph St",41.8847302006,-87.6277335692,2161,1042,1119,2067
"Columbus Dr & Randolph St",41.884728,-87.619521,2161,1661,500,2068
"Wabash Ave & Grand Ave",41.891466,-87.626761,2161,1661,500,2068
"Franklin St & Quincy St",41.878724,-87.634793,2161,1901,260,2069
"McClurg Ct & Illinois St",41.89102,-87.6173,2161,1901,260,2069
"Drake Ave & Addison St",41.947326,-87.717582,2160,1813,347,2070
"Monticello Ave & Irving Park Rd",41.9540048388,-87.7191281797,2160,1813,347,2070
"Clinton St & Madison St",41.8827519657,-87.6411902905,2158,2042,116,2071
"Franklin St & Monroe St",41.880317,-87.635185,2158,2042,116,2071
"Franklin St & Quincy St",41.878724,-87.634793,2157,2120,37,2072
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,2157,2120,37,2072
"State St & Van Buren St",41.877181,-87.627844,2157,1958,199,2073
"Michigan Ave & 18th St",41.857926,-87.624336,2157,1958,199,2073
"Wells St & Concord Ln",41.912133,-87.634656,2156,1443,713,2074
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,2156,1443,713,2074
"Paulina Ave & North Ave",41.9098546522,-87.66993016,2156,1814,342,2075
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,2156,1814,342,2075
"Broadway & Sheridan Rd",41.952833,-87.649993,2156,1627,529,2076
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,2156,1627,529,2076
"Wabash Ave & Wacker Pl",41.886875,-87.62603,2155,526,1629,2077
"Michigan Ave & Oak St",41.90096039,-87.62377664,2155,526,1629,2077
"Halsted St & Maxwell St",41.864883,-87.647071,2155,1843,312,2078
"Racine Ave & Congress Pkwy",41.87464,-87.65703,2155,1843,312,2078
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,2155,1678,477,2079
"Rush St & Cedar St",41.9023087012,-87.627690528,2155,1678,477,2079
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,2154,1045,1109,2080
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,2154,1045,1109,2080
"Drexel Ave & 60th St",41.785861,-87.604553,2154,1707,447,2081
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,2154,1707,447,2081
"Southport Ave & Roscoe St",41.943739,-87.66402,2154,1624,530,2082
"Seeley Ave & Roscoe St",41.943403,-87.679618,2154,1624,530,2082
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2154,726,1428,2083
"Clark St & Armitage Ave",41.918306,-87.636282,2154,726,1428,2083
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,2153,1758,395,2084
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,2153,1758,395,2084
"Sheffield Ave & Wrightwood Ave",41.928712,-87.653833,2153,1001,1152,2085
"Theater on the Lake",41.926277,-87.630834,2153,1001,1152,2085
"McClurg Ct & Erie St",41.894503,-87.617854,2152,816,1336,2086
"Lake Shore Dr & North Blvd",41.911722,-87.626804,2152,816,1336,2086
"Columbus Dr & Randolph St",41.884728,-87.619521,2151,1312,839,2087
"Wabash Ave & Wacker Pl",41.886875,-87.62603,2151,1312,839,2087
"Lake Shore Dr & North Blvd",41.911722,-87.626804,2148,1461,687,2088
"Clifton Ave & Armitage Ave",41.918216,-87.656936,2148,1461,687,2088
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,2148,1592,556,2089
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,2148,1592,556,2089
"Millennium Park",41.8810317,-87.62408432,2147,1257,890,2090
"Federal St & Polk St",41.8720776329,-87.6295437729,2147,1257,890,2090
"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,2147,1743,404,2091
"Central Park Ave & Elbridge Ave",41.9353372826,-87.7168892935,2147,1743,404,2091
"Larrabee St & Kingsbury St",41.897764,-87.642884,2146,1937,209,2092
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2146,1937,209,2092
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,2146,558,1588,2093
"Michigan Ave & Oak St",41.90096039,-87.62377664,2146,558,1588,2093
"Franklin St & Monroe St",41.880317,-87.635185,2146,1993,153,2094
"Sedgwick St & Huron St",41.894666,-87.638437,2146,1993,153,2094
"Broadway & Granville Ave",41.9947796884,-87.6602845349,2145,1745,400,2095
"Clark St & Bryn Mawr Ave",41.983593,-87.669154,2145,1745,400,2095
"Halsted St & Roscoe St",41.94367,-87.64895,2143,1715,428,2096
"Broadway & Cornelia Ave",41.945529,-87.646439,2143,1715,428,2096
"Daley Center Plaza",41.884241,-87.629634,2143,1972,171,2097
"Clark St & Armitage Ave",41.918306,-87.636282,2143,1972,171,2097
"Michigan Ave & 8th St",41.872773,-87.623981,2143,346,1797,2098
"Lake Shore Dr & Monroe St",41.880958,-87.616743,2143,346,1797,2098
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,2142,1616,526,2099
"Aberdeen St & Randolph St",41.884114,-87.654264,2142,1616,526,2099
"Canal St & Madison St",41.882091,-87.639833,2141,2040,101,2100
"Wells St & Huron St",41.8947953,-87.6343743,2141,2040,101,2100
"Lake Shore Dr & North Blvd",41.911722,-87.626804,2141,1039,1102,2101
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,2141,1039,1102,2101
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,2140,1934,206,2102
"State St & Pearson St",41.897448,-87.628722,2140,1934,206,2102
"Franklin St & Quincy St",41.878724,-87.634793,2140,2088,52,2103
"Kingsbury St & Erie St",41.8939139,-87.6417358,2140,2088,52,2103
"Desplaines St & Randolph St",41.883703,-87.644238,2139,1971,168,2104
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,2139,1971,168,2104
"Halsted St & Roosevelt Rd",41.867324,-87.648625,2138,2047,91,2105
"Loomis St & Lexington St",41.872187,-87.661501,2138,2047,91,2105
"Dearborn St & Monroe St",41.881319815,-87.6295209193,2137,1634,503,2106
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2137,1634,503,2106
"Shedd Aquarium",41.8672259568,-87.6153553902,2137,414,1723,2107
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,2137,414,1723,2107
"Kimball Ave & Belmont Ave",41.9393939534,-87.7120676637,2136,1783,353,2108
"Avers Ave & Belmont Ave",41.939408,-87.723574,2136,1783,353,2108
"Ellis Ave & 58th St",41.788746,-87.601334,2135,1638,497,2109
"Blackstone Ave & 59th St",41.787877,-87.590461,2135,1638,497,2109
"St. Clair St & Erie St",41.8943451374,-87.6227983832,2135,1841,294,2110
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,2135,1841,294,2110
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2135,1341,794,2111
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,2135,1341,794,2111
"Clark St & Elm St",41.903233,-87.631253,2134,1653,481,2112
"LaSalle Dr & Huron St",41.894877,-87.632326,2134,1653,481,2112
"Clinton St & Madison St",41.8827519657,-87.6411902905,2134,1954,180,2113
"Eckhart Park",41.89637337,-87.66098386,2134,1954,180,2113
"Woodlawn Ave & 58th St",41.789381,-87.596479,2134,1715,419,2114
"Ellis Ave & 60th St",41.7850971464,-87.6010727606,2134,1715,419,2114
"Halsted St & Willow St",41.913865,-87.648755,2132,1603,529,2115
"Wells St & Concord Ln",41.912133,-87.634656,2132,1603,529,2115
"Daley Center Plaza",41.884241,-87.629634,2132,1982,150,2116
"State St & Pearson St",41.897448,-87.628722,2132,1982,150,2116
"Wabash Ave & 16th St",41.860384,-87.625813,2131,2081,50,2117
"Franklin St & Monroe St",41.880317,-87.635185,2131,2081,50,2117
"Broadway & Barry Ave",41.937725,-87.644095,2130,1667,463,2118
"Sedgwick St & Webster Ave",41.922167,-87.638888,2130,1667,463,2118
"Dearborn St & Adams St",41.8793563587,-87.6297910363,2128,1621,507,2119
"McClurg Ct & Illinois St",41.89102,-87.6173,2128,1621,507,2119
"Lake Shore Dr & North Blvd",41.911722,-87.626804,2128,1058,1070,2120
"Dayton St & North Ave",41.9105780349,-87.6494219288,2128,1058,1070,2120
"Broadway & Waveland Ave",41.949074,-87.648636,2127,1877,250,2121
"Wilton Ave & Belmont Ave",41.94018,-87.65304,2127,1877,250,2121
"Blue Island Ave & 18th St",41.857556,-87.661535,2124,1873,251,2122
"Damen Ave & Cullerton St",41.855048,-87.675726,2124,1873,251,2122
"Halsted St & Wrightwood Ave",41.929143,-87.649077,2124,1665,459,2123
"Larrabee St & Webster Ave",41.921822,-87.64414,2124,1665,459,2123
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,2121,1658,463,2124
"Clark St & Armitage Ave",41.918306,-87.636282,2121,1658,463,2124
"Michigan Ave & Oak St",41.90096039,-87.62377664,2120,1103,1017,2125
"Halsted St & Roscoe St",41.94367,-87.64895,2120,1103,1017,2125
"Millennium Park",41.8810317,-87.62408432,2120,773,1347,2126
"LaSalle St & Jackson Blvd",41.87817,-87.631985,2120,773,1347,2126
"Sedgwick St & North Ave",41.910983,-87.638525,2120,1787,333,2127
"Halsted St & Clybourn Ave",41.909668,-87.648128,2120,1787,333,2127
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,2120,682,1438,2128
"Wabash Ave & Grand Ave",41.891738,-87.626937,2120,682,1438,2128
"Southport Ave & Wrightwood Ave",41.928773,-87.663913,2119,1368,751,2129
"Southport Ave & Roscoe St",41.943739,-87.66402,2119,1368,751,2129
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2118,1796,322,2130
"Franklin St & Monroe St",41.880317,-87.635185,2118,1796,322,2130
"Sedgwick St & Webster Ave",41.922167,-87.638888,2118,1678,440,2131
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,2118,1678,440,2131
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,2117,1684,433,2132
"Troy St & North Ave",41.9097693017,-87.7052804871,2117,1684,433,2132
"Eckhart Park",41.89637337,-87.66098386,2113,1740,373,2133
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,2113,1740,373,2133
"Rush St & Hubbard St",41.890173,-87.626185,2112,1974,138,2134
"Franklin St & Quincy St",41.878724,-87.634793,2112,1974,138,2134
"Clark St & Drummond Pl",41.931248,-87.644336,2111,1551,560,2135
"Wells St & Concord Ln",41.912133,-87.634656,2111,1551,560,2135
"Clark St & North Ave",41.911974,-87.631942,2111,1563,548,2136
"Rush St & Cedar St",41.9023087012,-87.627690528,2111,1563,548,2136
"Clark St & Wrightwood Ave",41.929546,-87.643118,2111,1438,673,2137
"Clark St & North Ave",41.911974,-87.631942,2111,1438,673,2137
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,2110,1869,241,2138
"Green St & Madison St",41.881859328,-87.6492637396,2110,1869,241,2138
"Jefferson St & Monroe St",41.880422,-87.642746,2110,2043,67,2139
"Green St & Madison St",41.881859328,-87.6492637396,2110,2043,67,2139
"Clark St & Grace St",41.95078,-87.659172,2109,1453,656,2140
"Sheridan Rd & Buena Ave",41.958494,-87.654966,2109,1453,656,2140
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,2109,1852,257,2141
"State St & Pearson St",41.897448,-87.628722,2109,1852,257,2141
"Clinton St & Lake St",41.885637,-87.641823,2107,1864,243,2142
"Milwaukee Ave & Grand Ave",41.891578,-87.648384,2107,1864,243,2142
"Paulina Ave & North Ave",41.9098546522,-87.66993016,2107,1724,383,2143
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,2107,1724,383,2143
"Green St & Madison St",41.881859328,-87.6492637396,2107,2043,64,2144
"Peoria St & Jackson Blvd",41.877749,-87.649633,2107,2043,64,2144
"Marshfield Ave & Cortland St",41.916017,-87.668879,2106,1991,115,2145
"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,2106,1991,115,2145
"Canal St & Monroe St",41.8807,-87.63947,2105,1976,129,2146
"Larrabee St & Kingsbury St",41.897764,-87.642884,2105,1976,129,2146
"Elston Ave & Wabansia Ave",41.912919,-87.664169,2104,1953,151,2147
"Dayton St & North Ave",41.9105780349,-87.6494219288,2104,1953,151,2147
"Clark St & North Ave",41.911974,-87.631942,2104,1281,823,2148
"Sedgwick St & Webster Ave",41.922167,-87.638888,2104,1281,823,2148
"Dearborn St & Erie St",41.893992,-87.629318,2104,1446,658,2149
"Clark St & Lincoln Ave",41.915689,-87.6346,2104,1446,658,2149
"Wabash Ave & Grand Ave",41.891466,-87.626761,2104,1410,694,2150
"McClurg Ct & Ohio St",41.8925921197,-87.6172891259,2104,1410,694,2150
"Clark St & Elm St",41.903233,-87.631253,2104,1623,481,2151
"Halsted St & Clybourn Ave",41.909668,-87.648128,2104,1623,481,2151
"Michigan Ave & Oak St",41.90096039,-87.62377664,2103,1241,862,2152
"Sedgwick St & North Ave",41.910983,-87.638525,2103,1241,862,2152
"Kingsbury St & Erie St",41.8939139,-87.6417358,2103,1881,222,2153
