station_a,lat_a,lon_a,station_b,lat_b,lon_b,ride_count,subscriber_count,customer_count
"Theater on the Lake",41.926277,-87.630834,"St. Clair St & Erie St",41.8943451374,-87.6227983832,2008,893,1115
"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,"Wilton Ave & Belmont Ave",41.94018,-87.65304,2007,1686,321
"McClurg Ct & Illinois St",41.89102,-87.6173,"Rush St & Hubbard St",41.890173,-87.626185,2006,1504,502
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Canal St & Harrison St",41.874255,-87.639573,2005,1907,98
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Southport Ave & Waveland Ave",41.94815,-87.66394,2005,1652,353
"Canal St & Harrison St",41.874337,-87.639566,"Clinton St & Madison St",41.8827519657,-87.6411902905,2005,1941,64
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,2005,1208,797
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,2005,638,1367
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Clark St & Newport St",41.94454,-87.654678,2004,1339,665
"Clark St & Armitage Ave",41.918306,-87.636282,"Broadway & Barry Ave",41.937725,-87.644095,2004,1365,639
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,"Clark St & Bryn Mawr Ave",41.983593,-87.669154,2003,1230,773
"Clark St & Armitage Ave",41.918306,-87.636282,"Wells St & Elm St",41.903222,-87.634324,2002,1357,645
"Ashland Ave & Augusta Blvd",41.899643,-87.6677,"Damen Ave & Chicago Ave",41.895769,-87.67722,2002,1772,230
"Canal St & Madison St",41.882091,-87.639833,"Wells St & Elm St",41.903222,-87.634324,2001,1915,86
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"State St & Harrison St",41.874053,-87.627716,2000,1244,756
"Orleans St & Chestnut St (NEXT Apts)",41.898203,-87.637536,"Clark St & Elm St",41.903233,-87.631253,1998,1789,209
"Racine Ave & Congress Pkwy",41.87464,-87.65703,"Green St & Madison St",41.881859328,-87.6492637396,1998,1870,128
"State St & Van Buren St",41.877181,-87.627844,"Wabash Ave & 16th St",41.860384,-87.625813,1998,1803,195
"Green St & Madison St",41.881859328,-87.6492637396,"Kingsbury St & Erie St",41.8939139,-87.6417358,1997,1828,169
"Southport Ave & Irving Park Rd",41.954177,-87.664358,"Clark St & Montrose Ave",41.961588,-87.666036,1996,1773,223
"Green St & Madison St",41.881859328,-87.6492637396,"Ogden Ave & Race Ave",41.891795,-87.658751,1996,1857,139
"Clark St & Schiller St",41.907993,-87.631501,"LaSalle St & Illinois St",41.890749,-87.63206,1996,1649,347
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,"Bissell St & Armitage Ave",41.91844,-87.65222,1996,1738,258
"Theater on the Lake",41.926277,-87.630834,"Southport Ave & Waveland Ave",41.94815,-87.66394,1996,892,1104
"LaSalle St & Illinois St",41.890749,-87.63206,"Millennium Park",41.8810317,-87.62408432,1996,442,1554
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Lake Shore Dr & North Blvd",41.911722,-87.626804,1995,1048,947
"Marshfield Ave & Cortland St",41.916017,-87.668879,"Sheffield Ave & Webster Ave",41.92154,-87.653818,1994,1800,194
"Michigan Ave & 14th St",41.864059,-87.623727,"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1994,1903,91
"Wells St & Elm St",41.903222,-87.634324,"Ashland Ave & Division St",41.90345,-87.667747,1993,1554,439
"State St & Randolph St",41.8847302006,-87.6277335692,"State St & Pearson St",41.897448,-87.628722,1992,1650,342
"Clark St & Lincoln Ave",41.915689,-87.6346,"Millennium Park",41.8810317,-87.62408432,1991,854,1137
"Clark St & Lincoln Ave",41.915689,-87.6346,"Franklin St & Monroe St",41.880317,-87.635185,1991,1856,135
"Clinton St & Washington Blvd",41.88338,-87.64117,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,1990,1828,162
"Marshfield Ave & Cortland St",41.916017,-87.668879,"Damen Ave & Charleston St",41.920082,-87.677855,1989,1870,119
"Clarendon Ave & Leland Ave",41.967968,-87.650001,"Clarendon Ave & Junior Ter",41.961004,-87.649603,1989,1643,346
"Green St & Madison St",41.881859328,-87.6492637396,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1989,1680,309
"Clark St & Randolph St",41.884576228,-87.63188991,"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,1989,1809,180
"Michigan Ave & 14th St",41.864059,-87.623727,"Michigan Ave & Madison St",41.882134,-87.625125,1989,1780,209
"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,"Clark St & Armitage Ave",41.918306,-87.636282,1987,1212,775
"Sheffield Ave & Kingsbury St",41.910522,-87.653106,"Wells St & Concord Ln",41.912133,-87.634656,1986,1641,345
"Southport Ave & Roscoe St",41.943739,-87.66402,"Clark St & Wrightwood Ave",41.929546,-87.643118,1986,1459,527
"Broadway & Cornelia Ave",41.945529,-87.646439,"Michigan Ave & Oak St",41.90096039,-87.62377664,1986,1123,863
"Franklin St & Lake St",41.885837,-87.6355,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1985,1886,99
"Clark St & Drummond Pl",41.931248,-87.644336,"Clark St & Newport St",41.94454,-87.654678,1984,1161,823
"Green St & Randolph St*",41.8836016573,-87.6486267149,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1984,1473,511
"Clybourn Ave & Division St",41.904613,-87.640552,"Larrabee St & Kingsbury St",41.897764,-87.642884,1983,1764,219
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,"Montrose Harbor",41.963982,-87.638181,1983,979,1004
"Ravenswood Ave & Irving Park Rd",41.95469,-87.67393,"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,1982,1685,297
"Canal St & Adams St",41.879255,-87.639904,"Wabash Ave & 8th St",41.871962,-87.626106,1982,1843,139
"State St & Kinzie St",41.88918,-87.6277,"Michigan Ave & Pearson St",41.89766,-87.62351,1982,939,1043
"Wells St & Evergreen Ave",41.906724,-87.63483,"Larrabee St & Oak St",41.9002194932,-87.6429854676,1982,1769,213
"Michigan Ave & 8th St",41.872773,-87.623981,"Michigan Ave & 14th St",41.864059,-87.623727,1982,1354,628
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Lake Shore Dr & Monroe St",41.880958,-87.616743,1982,488,1494
"Canal St & Adams St",41.879255,-87.639904,"Wood St & Taylor St",41.869154,-87.671045,1981,1961,20
"Sheffield Ave & Addison St",41.94688,-87.65445,"Ashland Ave & Grace St",41.950687,-87.6687,1980,1849,131
"Columbus Dr & Randolph St",41.884728,-87.619521,"Michigan Ave & Pearson St",41.89766,-87.62351,1979,1043,936
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,"Clark St & Armitage Ave",41.918306,-87.636282,1979,1400,579
"Wabash Ave & Grand Ave",41.891466,-87.626761,"Dearborn St & Erie St",41.893992,-87.629318,1977,1421,556
"Franklin St & Chicago Ave",41.89679,-87.63564,"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,1976,1642,334
"Dayton St & North Ave",41.9105780349,-87.6494219288,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,1975,1288,687
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Streeter Dr & Grand Ave",41.892278,-87.612043,1975,954,1021
"Larrabee St & Kingsbury St",41.897764,-87.642884,"LaSalle St & Illinois St",41.890749,-87.63206,1975,1807,168
"Clark St & Elm St",41.903233,-87.631253,"Michigan Ave & Lake St",41.886024,-87.624117,1974,1595,379
"Damen Ave & Leland Ave",41.967094,-87.679028,"Clark St & Leland Ave",41.967096,-87.667429,1974,1845,129
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,"LaSalle St & Jackson Blvd",41.87817,-87.631985,1973,1888,85
"Sheridan Rd & Buena Ave",41.958494,-87.654966,"Broadway & Sheridan Rd",41.952833,-87.649993,1972,1705,267
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,"Lake Shore Dr & Monroe St",41.880958,-87.616743,1971,427,1544
"Michigan Ave & 18th St",41.857926,-87.624336,"Daley Center Plaza",41.884241,-87.629634,1971,1870,101
"Blue Island Ave & 18th St",41.857556,-87.661535,"May St & Cullerton St",41.855136,-87.654127,1969,1772,197
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,"Clark St & Elm St",41.903233,-87.631253,1969,1511,458
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,"Daley Center Plaza",41.884451,-87.629892,1969,1848,121
"Desplaines St & Jackson Blvd",41.8781189009,-87.6439476013,"Aberdeen St & Monroe St",41.880419,-87.655519,1968,1855,113
"Halsted St & Wrightwood Ave",41.929143,-87.649077,"Clark St & Newport St",41.94454,-87.654678,1968,1160,808
"Wells St & Evergreen Ave",41.906724,-87.63483,"Franklin St & Chicago Ave",41.89680204,-87.63563839,1968,1762,206
"Southport Ave & Clybourn Ave",41.921004,-87.663257,"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1968,1665,303
"Michigan Ave & Lake St",41.886024,-87.624117,"Lake Shore Dr & Ohio St",41.89257,-87.614492,1967,1038,929
"Wells St & Huron St",41.8947953,-87.6343743,"Clinton St & Lake St",41.885637,-87.641823,1966,1598,368
"Franklin St & Quincy St",41.878724,-87.634793,"Franklin St & Lake St",41.885837,-87.6355,1966,1823,143
"Noble St & Milwaukee Ave",41.90068,-87.6626,"Desplaines St & Kinzie St",41.888716036,-87.6444478533,1965,1550,415
"State St & Pearson St",41.897448,-87.628722,"Franklin St & Monroe St",41.880317,-87.635185,1965,1839,126
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,"Franklin St & Quincy St",41.878724,-87.634793,1964,1804,160
"Federal St & Polk St",41.8720776329,-87.6295437729,"LaSalle St & Washington St",41.882664,-87.63253,1964,1867,97
"Michigan Ave & Congress Pkwy",41.8760656,-87.62443336,"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1964,1694,270
"Columbus Dr & Randolph St",41.884728,-87.619521,"Daley Center Plaza",41.884451,-87.629892,1963,1790,173
"Halsted St & Dickens Ave",41.919936,-87.64883,"Lake Shore Dr & North Blvd",41.911722,-87.626804,1962,1115,847
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"Jefferson St & Monroe St",41.880422,-87.642746,1961,1820,141
"Western Ave & Winnebago Ave",41.915533,-87.687051,"Leavitt St & North Ave",41.910153,-87.68229,1961,1872,89
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,1961,1759,202
"Broadway & Wilson Ave",41.965221,-87.658139,"Clark St & Leland Ave",41.967096,-87.667429,1959,1821,138
"Wabash Ave & Grand Ave",41.891738,-87.626937,"Michigan Ave & Pearson St",41.89766,-87.62351,1959,795,1164
"Wolcott Ave & Polk St",41.871262,-87.673688,"Halsted St & Polk St",41.87184,-87.64664,1958,1684,274
"Lake Park Ave & 56th St",41.793242,-87.587782,"Lake Park Ave & 53rd St",41.7994942937,-87.5864498959,1958,1598,360
"Wells St & Walton St",41.89993001,-87.63443007,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1957,1552,405
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"Wabash Ave & Wacker Pl",41.886875,-87.62603,1956,1707,249
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"LaSalle St & Illinois St",41.890749,-87.63206,1954,1810,144
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Wells St & Polk St",41.8727315423,-87.6335164905,1954,1628,326
"Sheffield Ave & Wellington Ave",41.936253,-87.653566,"Ashland Ave & Wellington Ave",41.936083,-87.669807,1953,1817,136
"State St & Randolph St",41.8847302006,-87.6277335692,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1952,1693,259
"Wabash Ave & 8th St",41.871962,-87.626106,"State St & Van Buren St",41.877181,-87.627844,1952,1654,298
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Canal St & Monroe St",41.8807,-87.63947,1952,1778,174
"Lincoln Ave & Belle Plaine Ave",41.955927,-87.679259,"Western Ave & Leland Ave",41.966555,-87.688487,1951,1729,222
"Wabash Ave & 9th St",41.870769,-87.625734,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1949,1674,275
"Peoria St & Jackson Blvd",41.877749,-87.649633,"Loomis St & Lexington St",41.872187,-87.661501,1949,1806,143
"Rush St & Cedar St",41.9023087012,-87.627690528,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,1948,1601,347
"Clark St & Schiller St",41.907993,-87.631501,"Larrabee St & Kingsbury St",41.897764,-87.642884,1948,1739,209
"Larrabee St & Menomonee St",41.91468,-87.64332,"Sheffield Ave & Kingsbury St",41.910522,-87.653106,1948,1830,118
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"LaSalle St & Illinois St",41.890749,-87.63206,1947,1577,370
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"Canal St & Jackson Blvd",41.877988,-87.640769,1947,1880,67
"Sedgwick St & Huron St",41.894666,-87.638437,"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,1947,1647,300
"Lincoln Ave & Fullerton Ave",41.9241610291,-87.6463803649,"Clark St & Lincoln Ave",41.915689,-87.6346,1947,1094,853
"Peoria St & Jackson Blvd",41.877749,-87.649633,"LaSalle St & Jackson Blvd",41.87817,-87.631985,1947,1757,190
"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,"Southport Ave & Waveland Ave",41.94815,-87.66394,1947,1609,338
"Wabash Ave & Grand Ave",41.891738,-87.626937,"Dearborn St & Monroe St",41.881319815,-87.6295209193,1944,1520,424
"Prairie Ave & Garfield Blvd",41.794853,-87.618691,"Ellis Ave & 55th St",41.7943006205,-87.6014497734,1944,1610,334
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,"Southport Ave & Roscoe St",41.943739,-87.66402,1943,1303,640
"Clark St & Berwyn Ave",41.9780306225,-87.6685649157,"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,1943,1210,733
"Dearborn St & Erie St",41.893992,-87.629318,"Michigan Ave & Pearson St",41.89766,-87.62351,1942,1191,751
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Wabash Ave & Grand Ave",41.891466,-87.626761,1942,1609,333
"Clinton St & 18th St",41.85795,-87.640826,"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1940,1706,234
"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,"Morgan Ave & 14th Pl",41.862378,-87.651062,1940,1675,265
"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,"Clinton St & Washington Blvd",41.88338,-87.64117,1939,1787,152
"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,"Clark St & Lincoln Ave",41.915689,-87.6346,1938,1309,629
"Southport Ave & Roscoe St",41.943739,-87.66402,"Broadway & Cornelia Ave",41.945529,-87.646439,1936,1521,415
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,"Wells St & Hubbard St",41.889906,-87.634266,1934,1545,389
"Sedgwick St & Webster Ave",41.922167,-87.638888,"Hampden Ct & Diversey Pkwy",41.93262,-87.642385,1934,1609,325
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,1933,1793,140
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"McClurg Ct & Illinois St",41.89102,-87.6173,1933,1293,640
"McClurg Ct & Illinois St",41.89102,-87.6173,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1933,888,1045
"Greenview Ave & Fullerton Ave",41.92533,-87.6658,"Theater on the Lake",41.926277,-87.630834,1931,893,1038
"McCormick Place",41.8513751729,-87.6188346489,"Calumet Ave & 18th St",41.857611,-87.619407,1931,629,1302
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Wells St & Polk St",41.872373,-87.633523,1929,1811,118
"Field Blvd & South Water St",41.8863490627,-87.6175165471,"Clark St & Lake St",41.8860208277,-87.6308760584,1929,1715,214
"Green St & Randolph St*",41.8836016573,-87.6486267149,"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,1929,1633,296
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1928,1526,402
"Dayton St & North Ave",41.9105780349,-87.6494219288,"Clark St & Armitage Ave",41.918306,-87.636282,1928,1329,599
"Michigan Ave & 14th St",41.864059,-87.623727,"Lake Shore Dr & Monroe St",41.880958,-87.616743,1928,819,1109
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Calumet Ave & 21st St",41.8541842495,-87.6191537415,1927,1527,400
"Paulina Ave & North Ave",41.9098546522,-87.66993016,"Sheffield Ave & Kingsbury St",41.910522,-87.653106,1926,1571,355
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Wells St & Evergreen Ave",41.906724,-87.63483,1926,905,1021
"Rush St & Cedar St",41.9023087012,-87.627690528,"Theater on the Lake",41.926277,-87.630834,1926,732,1194
"Stetson Ave & South Water St",41.886835,-87.62232,"Michigan Ave & Lake St",41.886024,-87.624117,1926,1246,680
"Clark St & Lincoln Ave",41.915689,-87.6346,"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1926,1158,768
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,1926,1023,903
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Loomis St & Jackson Blvd",41.877945,-87.662007,1925,1778,147
"LaSalle St & Illinois St",41.890749,-87.63206,"Sedgwick St & Huron St",41.894666,-87.638437,1925,1764,161
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"Ashland Ave & Augusta Blvd",41.899643,-87.6677,1925,1439,486
"Broadway & Wilson Ave",41.965221,-87.658139,"Montrose Harbor",41.963982,-87.638181,1924,1055,869
"Larrabee St & Kingsbury St",41.897764,-87.642884,"Rush St & Superior St",41.8957647456,-87.6259080327,1924,1757,167
"Clark St & Grace St",41.95078,-87.659172,"Broadway & Belmont Ave",41.940106,-87.645451,1923,1425,498
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,"Theater on the Lake",41.926277,-87.630834,1923,1298,625
"Wells St & Walton St",41.89993001,-87.63443007,"Clark St & Elm St",41.903233,-87.631253,1923,1701,222
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,"Streeter Dr & Grand Ave",41.892278,-87.612043,1922,303,1619
"State St & Pearson St",41.897448,-87.628722,"Clinton St & Lake St",41.885637,-87.641823,1922,1845,77
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"Milwaukee Ave & Rockwell St",41.920195,-87.693033,1922,1301,621
"Michigan Ave & Lake St",41.886024,-87.624117,"Wabash Ave & Adams St",41.8794723523,-87.6256886059,1921,1572,349
"Morgan St & 18th St",41.858086,-87.651073,"Clinton St & Roosevelt Rd",41.8671177825,-87.6410879593,1921,1582,339
"Canal St & Jackson Blvd",41.87811421,-87.63997112,"Wabash Ave & 9th St",41.870769,-87.625734,1921,1852,69
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,"Clinton St & Lake St",41.885637,-87.641823,1921,1682,239
"Wells St & Walton St",41.89993001,-87.63443007,"Wells St & Hubbard St",41.889906,-87.634266,1921,1290,631
"Michigan Ave & Lake St",41.886022,-87.624398,"Columbus Dr & Randolph St",41.884728,-87.619521,1921,1642,279
"Emerald Ave & 31st St",41.838198,-87.645143,"Indiana Ave & 31st St",41.838842,-87.621857,1920,1771,149
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Clark St & Armitage Ave",41.918306,-87.636282,1920,1693,227
"Michigan Ave & Oak St",41.90096039,-87.62377664,"State St & Pearson St",41.897448,-87.628722,1920,833,1087
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,"DuSable Lake Shore Dr & Wellington Ave",41.9366884495,-87.6368290186,1918,740,1178
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"St. Clair St & Erie St",41.8943451374,-87.6227983832,1918,596,1322
"Western Ave & Leland Ave",41.966555,-87.688487,"Damen Ave & Sunnyside Ave",41.96325,-87.679258,1918,1624,294
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Clark St & Schiller St",41.907993,-87.631501,1917,648,1269
"Green St & Randolph St*",41.8836016573,-87.6486267149,"Daley Center Plaza",41.884241,-87.629634,1917,1565,352
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"Damen Ave & Wellington Ave",41.93588,-87.67842,1916,1406,510
"LaSalle St & Washington St",41.882664,-87.63253,"Michigan Ave & Lake St",41.886024,-87.624117,1916,1674,242
"Theater on the Lake",41.926277,-87.630834,"Clark St & Schiller St",41.907993,-87.631501,1915,851,1064
"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,"Columbus Dr & Randolph St",41.884728,-87.619521,1915,1813,102
"Lincoln Ave & Fullerton Ave",41.925905,-87.64926,"Larrabee St & Webster Ave",41.921822,-87.64414,1915,1576,339
"Franklin St & Monroe St",41.880317,-87.635185,"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,1914,1693,221
"Canal St & Adams St",41.879255,-87.639904,"Ada St & Washington Blvd",41.88283,-87.661206,1913,1756,157
"Lincoln Park Conservatory",41.9239313114,-87.6358245313,"Michigan Ave & Oak St",41.90096039,-87.62377664,1913,561,1352
"Canal St & Jackson Blvd",41.877988,-87.640769,"State St & Kinzie St",41.88918,-87.6277,1913,1695,218
"Kimbark Ave & 53rd St",41.7994549,-87.5947779,"Woodlawn Ave & 58th St",41.789381,-87.596479,1911,1370,541
"Lincoln Ave & Melrose St",41.9406,-87.669435,"Clark St & Grace St",41.95078,-87.659172,1911,1145,766
"Lake Park Ave & 56th St",41.793242,-87.587782,"Blackstone Ave & Hyde Park Blvd",41.802562,-87.590368,1910,1553,357
"Rush St & Hubbard St",41.890173,-87.626185,"Clinton St & Lake St",41.885637,-87.641823,1909,1785,124
"McClurg Ct & Erie St",41.894503,-87.617854,"Lake Shore Dr & Ohio St",41.89257,-87.614492,1908,1212,696
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,"Clark St & Lincoln Ave",41.915689,-87.6346,1907,1120,787
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,"Clark St & Armitage Ave",41.918306,-87.636282,1905,1122,783
"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,1905,1129,776
"McClurg Ct & Erie St",41.894503,-87.617854,"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,1903,1673,230
"Green St & Randolph St*",41.8836016573,-87.6486267149,"Carpenter St & Huron St",41.894556,-87.653449,1902,1625,277
"State St & Pearson St",41.897448,-87.628722,"Canal St & Madison St",41.882091,-87.639833,1902,1745,157
"Dearborn St & Erie St",41.893992,-87.629318,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,1901,1132,769
"Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,"Damen Ave & Chicago Ave",41.895769,-87.67722,1901,1601,300
"Sheridan Rd & Lawrence Ave",41.969517,-87.654691,"Clarendon Ave & Leland Ave",41.967968,-87.650001,1900,1605,295
"Southport Ave & Waveland Ave",41.94815,-87.66394,"Clark St & Montrose Ave",41.961588,-87.666036,1899,1598,301
"Sedgwick St & Huron St",41.894666,-87.638437,"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,1899,1705,194
"Michigan Ave & 14th St",41.864059,-87.623727,"Wabash Ave & Adams St",41.8794723523,-87.6256886059,1898,1682,216
"Dearborn St & Adams St",41.8793563587,-87.6297910363,"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1897,1746,151
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Larrabee St & Oak St",41.9002194932,-87.6429854676,1897,1731,166
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,1897,1574,323
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Clark St & Congress Pkwy",41.8759326655,-87.6305845355,1895,1712,183
"Wells St & Concord Ln",41.912133,-87.634656,"Lincoln Ave & Fullerton Ave",41.9241610291,-87.6463803649,1895,982,913
"Clinton St & Washington Blvd",41.88338,-87.64117,"Streeter Dr & Grand Ave",41.892278,-87.612043,1895,1122,773
"DuSable Lake Shore Dr & North Blvd",41.911722,-87.626804,"Clark St & Elm St",41.903233,-87.631253,1895,1087,808
"Clark St & Wellington Ave",41.9364968219,-87.6475386582,"Broadway & Cornelia Ave",41.945529,-87.646439,1893,1668,225
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Dearborn St & Erie St",41.893992,-87.629318,1893,1345,548
"Ada St & Washington Blvd",41.88283,-87.661206,"Peoria St & Jackson Blvd",41.877749,-87.649633,1893,1808,85
"Clark St & Elm St",41.903233,-87.631253,"State St & Randolph St",41.8847302006,-87.6277335692,1893,1560,333
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Streeter Dr/Grand Ave",41.892401,-87.612388,1892,285,1607
"Montrose Harbor",41.963982,-87.638181,"Broadway & Thorndale Ave",41.9897425114,-87.6601406209,1891,1036,855
"Clark St & Grace St",41.95078,-87.659172,"Southport Ave & Irving Park Rd",41.954177,-87.664358,1891,1363,528
"Franklin St & Quincy St",41.878724,-87.634793,"Clark St & Elm St",41.903233,-87.631253,1890,1817,73
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,1890,1580,310
"Wabash Ave & Wacker Pl",41.886875,-87.62603,"Streeter Dr & Illinois St",41.891071,-87.6122,1889,253,1636
"Lakefront Trail & Bryn Mawr Ave",41.9840441152,-87.6522812247,"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,1889,1137,752
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,1888,1386,502
"Sheffield Ave & Webster Ave",41.92154,-87.653818,"Dayton St & North Ave",41.9105780349,-87.6494219288,1887,1555,332
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Wabash Ave & Grand Ave",41.891466,-87.626761,1887,640,1247
"Franklin St & Lake St",41.885837,-87.6355,"State St & Kinzie St",41.88918,-87.6277,1887,1679,208
"Canal St & Adams St",41.879255,-87.639904,"Wells St & Erie St",41.893832,-87.634195,1885,1796,89
"Wabash Ave & 9th St",41.870769,-87.625734,"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,1885,1502,383
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Halsted St & Roosevelt Rd",41.867324,-87.648625,1885,1607,278
"Rush St & Superior St",41.8957647456,-87.6259080327,"Clark St & Schiller St",41.907993,-87.631501,1884,1524,360
"McClurg Ct & Erie St",41.894503,-87.617854,"Michigan Ave & Pearson St",41.89766,-87.62351,1884,1459,425
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,"Ada St & Washington Blvd",41.88283,-87.661206,1884,1688,196
"Clark St & Newport St",41.94454,-87.654678,"Southport Ave & Roscoe St",41.943739,-87.66402,1883,1364,519
"Wabash Ave & Grand Ave",41.891466,-87.626761,"McClurg Ct & Erie St",41.894503,-87.617854,1883,1607,276
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"State St & Kinzie St",41.88918,-87.6277,1883,751,1132
"Canal St & Adams St",41.879255,-87.639904,"Wacker Dr & Washington St Corral",41.88316,-87.63736,1882,1803,79
"Shedd Aquarium",41.8672259568,-87.6153553902,"McCormick Place",41.8513751729,-87.6188346489,1882,124,1758
