station_a,lat_a,lon_a,station_b,lat_b,lon_b,ride_count,subscriber_count,customer_count
"Michigan Ave & Jackson Blvd",41.87785,-87.62408,"Streeter Dr & Grand Ave",41.892278,-87.612043,7055,1147,5908
"Montrose Harbor",41.963982,-87.638181,"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,7040,2685,4355
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,7038,6687,351
"Stetson Ave & South Water St",41.886835,-87.62232,"Clinton St & Washington Blvd",41.88338,-87.64117,7026,6784,242
"Canal St & Adams St",41.879255,-87.639904,"Wabash Ave & Wacker Pl",41.886875,-87.62603,7000,6442,558
"McClurg Ct & Illinois St",41.89102,-87.6173,"State St & Kinzie St",41.88918,-87.6277,6982,5694,1288
"McClurg Ct & Illinois St",41.89102,-87.6173,"Millennium Park",41.8810317,-87.62408432,6975,1748,5227
"Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,"Streeter Dr & Grand Ave",41.892278,-87.612043,6958,911,6047
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Millennium Park",41.8810317,-87.62408432,6942,1340,5602
"Morgan St & Polk St",41.871737,-87.65103,"Halsted St & Maxwell St",41.864883,-87.647071,6934,6166,768
"Lake Shore Dr & Belmont Ave",41.940775,-87.639192,"Streeter Dr & Grand Ave",41.892278,-87.612043,6842,2408,4434
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Kingsbury St & Erie St",41.8939139,-87.6417358,6837,6290,547
"Wells St & Huron St",41.8947953,-87.6343743,"Clinton St & Washington Blvd",41.88338,-87.64117,6835,6222,613
"University Ave & 57th St",41.791478,-87.599861,"Blackstone Ave & 59th St",41.787877,-87.590461,6826,5431,1395
"Bissell St & Armitage Ave",41.91844,-87.65222,"Clark St & Armitage Ave",41.918306,-87.636282,6823,5615,1208
"Wabash Ave & Adams St",41.8794723523,-87.6256886059,"Canal St & Madison St",41.882091,-87.639833,6804,6630,174
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Michigan Ave & Oak St",41.90096039,-87.62377664,6801,3084,3717
"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,"Lake Shore Dr & North Blvd",41.911722,-87.626804,6797,2695,4102
"Michigan Ave & Lake St",41.886024,-87.624117,"Millennium Park",41.8810317,-87.62408432,6794,1545,5249
"Seeley Ave & Roscoe St",41.943403,-87.679618,"Lincoln Ave & Roscoe St",41.94334,-87.67097,6772,6525,247
"Theater on the Lake",41.926277,-87.630834,"Pine Grove Ave & Waveland Ave",41.949275,-87.646303,6766,3384,3382
"Millennium Park",41.8810317,-87.62408432,"Field Museum",41.865312,-87.617867,6758,621,6137
"Dearborn St & Erie St",41.893992,-87.629318,"Kingsbury St & Erie St",41.8939139,-87.6417358,6753,6153,600
"State St & Pearson St",41.897448,-87.628722,"Canal St & Adams St",41.879255,-87.639904,6752,6618,134
"Millennium Park",41.8810317,-87.62408432,"Canal St & Madison St",41.882091,-87.639833,6722,5083,1639
"Dearborn St & Erie St",41.893992,-87.629318,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,6711,5973,738
"MLK Jr Dr & 29th St",41.842052,-87.617,"Calumet Ave & 33rd St",41.8349,-87.61793,6711,6390,321
"Wolcott Ave & Polk St",41.871262,-87.673688,"Hermitage Ave & Polk St",41.871514,-87.669886,6704,6500,204
"State St & 33rd St",41.834734,-87.625813,"Indiana Ave & 31st St",41.838842,-87.621857,6697,6493,204
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Desplaines St & Kinzie St",41.888716036,-87.6444478533,6692,5959,733
"Columbus Dr & Randolph St",41.884728,-87.619521,"Daley Center Plaza",41.884241,-87.629634,6689,6284,405
"Millennium Park",41.8810317,-87.62408432,"Theater on the Lake",41.926277,-87.630834,6684,3783,2901
"Michigan Ave & 14th St",41.864059,-87.623727,"Millennium Park",41.8810317,-87.62408432,6684,4907,1777
"Clinton St & Washington Blvd",41.88338,-87.64117,"Dearborn St & Monroe St",41.881319815,-87.6295209193,6676,6377,299
"Clinton St & Lake St",41.885637,-87.641823,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,6637,6182,455
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,6633,1441,5192
"Morgan St & Polk St",41.871737,-87.65103,"Racine Ave & Congress Pkwy",41.87464,-87.65703,6630,6301,329
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Clinton St & Madison St",41.8827519657,-87.6411902905,6620,6048,572
"McClurg Ct & Illinois St",41.89102,-87.6173,"Theater on the Lake",41.926277,-87.630834,6611,2490,4121
"Streeter Dr & Illinois St",41.891071,-87.6122,"McClurg Ct & Illinois St",41.89102,-87.6173,6596,786,5810
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,"Theater on the Lake",41.926277,-87.630834,6595,3697,2898
"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,"Damen Ave & Charleston St",41.920082,-87.677855,6588,5657,931
"Federal St & Polk St",41.8720776329,-87.6295437729,"Dearborn St & Adams St",41.8793563587,-87.6297910363,6582,6214,368
"Green St & Madison St",41.881859328,-87.6492637396,"Canal St & Adams St",41.879255,-87.639904,6579,6076,503
"Larrabee St & Webster Ave",41.921822,-87.64414,"Clark St & Lincoln Ave",41.915689,-87.6346,6579,4697,1882
"Kimbark Ave & 53rd St",41.799568,-87.594747,"Woodlawn Ave & 55th St",41.795264,-87.596471,6576,5651,925
"Millennium Park",41.8810317,-87.62408432,"Lake Shore Dr & North Blvd",41.911722,-87.626804,6576,2210,4366
"State St & Pearson St",41.897448,-87.628722,"Clinton St & Washington Blvd",41.88338,-87.64117,6549,6390,159
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,"Lake Park Ave & 56th St",41.793242,-87.587782,6544,5712,832
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Calumet Ave & 18th St",41.857611,-87.619407,6540,5876,664
"Kingsbury St & Erie St",41.8939139,-87.6417358,"Larrabee St & Kingsbury St",41.897764,-87.642884,6518,6028,490
"Kimbark Ave & 53rd St",41.799568,-87.594747,"Ellis Ave & 60th St",41.7850971464,-87.6010727606,6517,4959,1558
"Rush St & Hubbard St",41.890173,-87.626185,"Canal St & Adams St",41.879255,-87.639904,6475,6163,312
"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,"Shedd Aquarium",41.8672259568,-87.6153553902,6472,3644,2828
"Clinton St & Lake St",41.885637,-87.641823,"Clinton St & Madison St",41.8827519657,-87.6411902905,6466,6244,222
"Columbus Dr & Randolph St",41.884728,-87.619521,"Wacker Dr & Washington St Corral",41.88316,-87.63736,6461,6285,176
"DuSable Lake Shore Dr & Monroe St",41.880958,-87.616743,"Dusable Harbor",41.886976,-87.612813,6445,1251,5194
"Ellis Ave & 53rd St",41.7993362626,-87.6009581145,"Kimbark Ave & 53rd St",41.799568,-87.594747,6443,5751,692
"Loomis St & Taylor St",41.869417,-87.660996,"May St & Taylor St",41.8694821,-87.6554864,6442,6044,398
"Millennium Park",41.8810317,-87.62408432,"Michigan Ave & Pearson St",41.89766,-87.62351,6430,983,5447
"Clinton St & Washington Blvd",41.88338,-87.64117,"Canal St & Adams St",41.879255,-87.639904,6418,5988,430
"Adler Planetarium",41.866095,-87.607267,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,6407,3632,2775
"Adler Planetarium",41.866095,-87.607267,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,6386,1095,5291
"Canal St & Madison St",41.882091,-87.639833,"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,6354,6110,244
"Canal St & Adams St",41.879255,-87.639904,"Peoria St & Jackson Blvd",41.877749,-87.649633,6338,6110,228
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Peoria St & Jackson Blvd",41.877749,-87.649633,6335,6010,325
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,"Streeter Dr & Grand Ave",41.892278,-87.612043,6326,914,5412
"Streeter Dr & Grand Ave",41.892278,-87.612043,"St. Clair St & Erie St",41.8943451374,-87.6227983832,6326,877,5449
"Fairbanks Ct & Grand Ave",41.89186,-87.62062,"Wabash Ave & Grand Ave",41.891738,-87.626937,6287,5034,1253
"Canal St & Adams St",41.879255,-87.639904,"Fairbanks Ct & Grand Ave",41.89186,-87.62062,6278,5941,337
"Blue Island Ave & 18th St",41.857556,-87.661535,"Paulina St & 18th St",41.857901,-87.668745,6274,5867,407
"Clark St & Elmdale Ave",41.9908604481,-87.66972363,"Broadway & Thorndale Ave",41.9897425114,-87.6601406209,6258,5270,988
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,"Streeter Dr & Grand Ave",41.892278,-87.612043,6257,677,5580
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Michigan Ave & 8th St",41.872773,-87.623981,6244,4050,2194
"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,"Canal St & Madison St",41.882091,-87.639833,6233,5890,343
"Clinton St & Washington Blvd",41.88338,-87.64117,"Ada St & Washington Blvd",41.88283,-87.661206,6231,5991,240
"Clinton St & Washington Blvd",41.88338,-87.64117,"McClurg Ct & Erie St",41.894503,-87.617854,6230,6058,172
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Canal St & Madison St",41.882091,-87.639833,6229,5925,304
"Richmond St & Diversey Ave",41.9319019689,-87.7011951301,"Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,6226,5763,463
"Columbus Dr & Randolph St",41.884728,-87.619521,"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,6222,4811,1411
"Greenview Ave & Diversey Pkwy",41.932595,-87.665939,"Wilton Ave & Diversey Pkwy",41.932418,-87.652705,6211,5945,266
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,6204,3291,2913
"Clark St & Armitage Ave",41.918306,-87.636282,"Clark St & Elm St",41.903233,-87.631253,6193,4356,1837
"Clark St & Lincoln Ave",41.915689,-87.6346,"Lake Shore Dr & North Blvd",41.911722,-87.626804,6184,2449,3735
"Clinton St & Washington Blvd",41.88338,-87.64117,"Peoria St & Jackson Blvd",41.877749,-87.649633,6156,6038,118
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Columbus Dr & Randolph St",41.884728,-87.619521,6140,5612,528
"Clark St & Bryn Mawr Ave",41.983593,-87.669154,"Broadway & Ridge Ave",41.9840446107,-87.6602738295,6113,5713,400
"State St & Randolph St",41.8847302006,-87.6277335692,"Canal St & Madison St",41.882091,-87.639833,6111,5698,413
"Southport Ave & Waveland Ave",41.94815,-87.66394,"Southport Ave & Irving Park Rd",41.954177,-87.664358,6110,5486,624
"Kingsbury St & Kinzie St",41.8891768326,-87.6385057718,"Milwaukee Ave & Grand Ave",41.891578,-87.648384,6107,5716,391
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,"Canal St & Monroe St",41.8807,-87.63947,6106,5890,216
"Larrabee St & Webster Ave",41.921822,-87.64414,"Sheffield Ave & Webster Ave",41.92154,-87.653818,6095,5149,946
"Dearborn St & Adams St",41.8793563587,-87.6297910363,"Canal St & Adams St",41.879255,-87.639904,6078,5422,656
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,"Streeter Dr & Grand Ave",41.892278,-87.612043,6075,1976,4099
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,"Broadway & Barry Ave",41.937725,-87.644095,6056,5797,259
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Morgan St & Lake St",41.8854833079,-87.6523048564,6048,5768,280
"Michigan Ave & Pearson St",41.89766,-87.62351,"Streeter Dr & Grand Ave",41.892278,-87.612043,6042,502,5540
"State St & Van Buren St",41.877181,-87.627844,"Canal St & Madison St",41.882091,-87.639833,6034,5720,314
"Damen Ave & Leland Ave",41.967094,-87.679028,"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,5989,5842,147
"Clark St & Elm St",41.903233,-87.631253,"Clark St & North Ave",41.911974,-87.631942,5987,4740,1247
"Canal St & Adams St",41.879255,-87.639904,"Clark St & Randolph St",41.884576228,-87.63188991,5980,5672,308
"Shedd Aquarium",41.8672259568,-87.6153553902,"Dusable Harbor",41.886976,-87.612813,5973,902,5071
"Halsted St & Polk St",41.87184,-87.64664,"Loomis St & Lexington St",41.8722287322,-87.661363855,5971,5512,459
"Larrabee St & Webster Ave",41.921822,-87.64414,"Wells St & Concord Ln",41.912133,-87.634656,5969,4369,1600
"Canal St & Adams St",41.879255,-87.639904,"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,5936,5461,475
"Larrabee St & Kingsbury St",41.897764,-87.642884,"Ogden Ave & Chicago Ave",41.896362458,-87.6540612729,5930,5423,507
"Sheffield Ave & Wellington Ave",41.9362534831,-87.6526620984,"Clark St & Wellington Ave",41.9364968219,-87.6475386582,5918,5558,360
"Cornell Ave & Hyde Park Blvd",41.802406,-87.586924,"Kimbark Ave & 53rd St",41.799568,-87.594747,5913,5334,579
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,5892,1464,4428
"Larrabee St & Kingsbury St",41.897764,-87.642884,"Franklin St & Chicago Ave",41.89679,-87.63564,5891,5484,407
"Clark St & Lunt Ave",42.0090111806,-87.6741117239,"Glenwood Ave & Morse Ave",42.0079719229,-87.6655023944,5878,5483,395
"Millennium Park",41.8810317,-87.62408432,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,5877,3063,2814
"Canal St & Adams St",41.879255,-87.639904,"Stetson Ave & South Water St",41.886835,-87.62232,5862,5510,352
"Lake Shore Dr & Monroe St",41.880958,-87.616743,"Field Museum",41.865312,-87.617867,5853,727,5126
"California Ave & Milwaukee Ave",41.922695,-87.697153,"Spaulding Ave & Armitage Ave",41.9171080348,-87.7102209628,5835,5044,791
"Canal St & Madison St",41.882091,-87.639833,"LaSalle St & Washington St",41.882664,-87.63253,5832,5635,197
"Wells St & Concord Ln",41.912133,-87.634656,"Clark St & Lincoln Ave",41.915689,-87.6346,5797,4586,1211
"Clinton St & Washington Blvd",41.88338,-87.64117,"Daley Center Plaza",41.884241,-87.629634,5790,5434,356
"Adler Planetarium",41.866095,-87.607267,"Streeter Dr & Illinois St",41.891071,-87.6122,5781,514,5267
"Wilton Ave & Belmont Ave",41.94018,-87.65304,"Southport Ave & Roscoe St",41.943739,-87.66402,5764,5184,580
"Loomis St & Lexington St",41.872187,-87.661501,"Hermitage Ave & Polk St",41.871514,-87.669886,5762,5682,80
"Buckingham Fountain",41.876368,-87.6205586,"Streeter Dr & Grand Ave",41.892278,-87.612043,5743,377,5366
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,5733,2391,3342
"Canal St & Madison St",41.882091,-87.639833,"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,5716,5491,225
"Franklin St & Monroe St",41.880317,-87.635185,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,5714,5125,589
"Sheridan Rd & Irving Park Rd",41.954245,-87.654406,"Southport Ave & Clark St",41.957081,-87.664199,5712,5309,403
"Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,"Theater on the Lake",41.926277,-87.630834,5706,1430,4276
"Blackstone Ave & Hyde Park Blvd",41.802562,-87.590368,"University Ave & 57th St",41.791478,-87.599861,5697,4891,806
"Wabash Ave & Wacker Pl",41.886875,-87.62603,"Streeter Dr & Grand Ave",41.892278,-87.612043,5692,639,5053
"Field Blvd & South Water St",41.8863490627,-87.6175165471,"Streeter Dr & Grand Ave",41.892278,-87.612043,5674,2418,3256
"Dearborn St & Adams St",41.8793563587,-87.6297910363,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,5654,5127,527
"Sheffield Ave & Fullerton Ave",41.9256018819,-87.6537080423,"Lincoln Ave & Diversey Pkwy",41.932225,-87.658617,5653,5083,570
"Dearborn St & Monroe St",41.881319815,-87.6295209193,"Wabash Ave & Roosevelt Rd",41.867227,-87.625961,5650,5085,565
"Theater on the Lake",41.926277,-87.630834,"Broadway & Barry Ave",41.937725,-87.644095,5641,2847,2794
"Aberdeen St & Jackson Blvd",41.87772613,-87.65478743,"Clinton St & Madison St",41.8827519657,-87.6411902905,5637,5300,337
"Morgan St & 18th St",41.858086,-87.651073,"Morgan St & Polk St",41.871737,-87.65103,5616,5151,465
"Ashland Ave & Division St",41.90345,-87.667747,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,5607,4490,1117
"Theater on the Lake",41.926277,-87.630834,"Lake Shore Dr & Diversey Pkwy",41.932684,-87.63625,5598,2751,2847
"Stockton Dr & Wrightwood Ave",41.93132,-87.638742,"Lake Shore Dr & North Blvd",41.911722,-87.626804,5568,2664,2904
"Lake Shore Dr & North Blvd",41.911722,-87.626804,"Clark St & Elm St",41.903233,-87.631253,5549,3374,2175
"McClurg Ct & Illinois St",41.89102,-87.6173,"Michigan Ave & Oak St",41.90096039,-87.62377664,5547,1649,3898
"Broadway & Waveland Ave",41.949074,-87.648636,"Sheridan Rd & Montrose Ave",41.96167,-87.65464,5546,4767,779
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,"Clark St & Berwyn Ave",41.9780306225,-87.6685649157,5545,5235,310
"Clark St & Elm St",41.903233,-87.631253,"Clark St & Lincoln Ave",41.915689,-87.6346,5543,3938,1605
"Clark St & Elm St",41.903233,-87.631253,"LaSalle St & Illinois St",41.890762,-87.631697,5537,4547,990
"Marshfield Ave & Cortland St",41.916017,-87.668879,"Damen Ave & Cortland St",41.916027,-87.677411,5533,4890,643
"Indiana Ave & Roosevelt Rd",41.867888,-87.623041,"Michigan Ave & Washington St",41.8838927658,-87.6246491409,5513,3805,1708
"Ravenswood Ave & Berteau Ave",41.957921,-87.673567,"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,5508,5245,263
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Shedd Aquarium",41.8672259568,-87.6153553902,5493,829,4664
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,"Western Ave & Leland Ave",41.966555,-87.688487,5483,5216,267
"Dearborn Pkwy & Delaware Pl",41.898969,-87.629912,"Canal St & Adams St",41.879255,-87.639904,5481,5130,351
"Clinton St & Washington Blvd",41.88338,-87.64117,"Wolcott Ave & Polk St",41.871262,-87.673688,5480,5447,33
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Larrabee St & Kingsbury St",41.897764,-87.642884,5475,5125,350
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Daley Center Plaza",41.884241,-87.629634,5466,5117,349
"Canal St & Madison St",41.882091,-87.639833,"Daley Center Plaza",41.884241,-87.629634,5463,5215,248
"Clinton St & Washington Blvd",41.88338,-87.64117,"Clark St & Lake St",41.8860208277,-87.6308760584,5459,5081,378
"Wabash Ave & Grand Ave",41.891738,-87.626937,"McClurg Ct & Illinois St",41.89102,-87.6173,5445,3906,1539
"Canal St & Adams St",41.879255,-87.639904,"Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,5441,5055,386
"Wells St & Concord Ln",41.912133,-87.634656,"Sedgwick St & Webster Ave",41.922167,-87.638888,5440,4363,1077
"Clinton St & Madison St",41.8827519657,-87.6411902905,"LaSalle St & Jackson Blvd",41.878166,-87.631929,5433,5286,147
"Streeter Dr & Grand Ave",41.892278,-87.612043,"Lake Shore Dr & Wellington Ave",41.936669,-87.636794,5432,2496,2936
"Sedgwick St & North Ave",41.910983,-87.638525,"Larrabee St & Menomonee St",41.91468,-87.64332,5427,5245,182
"Marshfield Ave & Cortland St",41.916017,-87.668879,"Damen Ave & Pierce Ave",41.9093960065,-87.6776919292,5426,4647,779
"Larrabee St & Oak St",41.9002194932,-87.6429854676,"Clark St & Elm St",41.903233,-87.631253,5423,5001,422
"Clinton St & Washington Blvd",41.88338,-87.64117,"Michigan Ave & Washington St",41.8839840647,-87.6246839762,5417,4991,426
"Clinton St & Madison St",41.8827519657,-87.6411902905,"Larrabee St & Kingsbury St",41.897764,-87.642884,5383,5007,376
"Ellis Ave & 55th St",41.7943006205,-87.6014497734,"Cornell Ave & Hyde Park Blvd",41.802406,-87.586924,5375,4705,670
"Michigan Ave & Oak St",41.90096039,-87.62377664,"Clark St & North Ave",41.911974,-87.631942,5374,2023,3351
"Shore Dr & 55th St",41.795212,-87.580715,"Ellis Ave & 55th St",41.7943006205,-87.6014497734,5369,4211,1158
"Desplaines St & Kinzie St",41.888716036,-87.6444478533,"State St & Kinzie St",41.88918,-87.6277,5347,4855,492
"Lakeview Ave & Fullerton Pkwy",41.925858,-87.638973,"Clark St & Lincoln Ave",41.915689,-87.6346,5347,3743,1604
"Lake Shore Dr & Monroe St",41.880958,-87.616743,"Michigan Ave & Jackson Blvd",41.87785,-87.62408,5341,881,4460
"Pine Grove Ave & Irving Park Rd",41.954383,-87.648043,"Sheridan Rd & Montrose Ave",41.96167,-87.65464,5333,4796,537
"Orleans St & Merchandise Mart Plaza",41.888243,-87.63639,"Clinton St & Madison St",41.8827519657,-87.6411902905,5330,4995,335
"Lake Shore Dr & Ohio St",41.89257,-87.614492,"Streeter Dr & Grand Ave",41.892278,-87.612043,5329,678,4651
"Clark St & Armitage Ave",41.918306,-87.636282,"Clark St & Lincoln Ave",41.915689,-87.6346,5324,3550,1774
"Ravenswood Ave & Lawrence Ave",41.96909,-87.674237,"Damen Ave & Foster Ave",41.9758109756,-87.6795098986,5320,5036,284
"Michigan Ave & Washington St",41.8838927658,-87.6246491409,"Franklin St & Jackson Blvd",41.8777079559,-87.6353211408,5319,3984,1335
